iTx iRx chrec frequency/Hz RMSE x y z
23 91 Ex 0.25 2.060570e+00 -3869.36 -5698.08 790
23 92 Ex 0.25 5.426192e-01 -3696.15 -5598.08 790
23 93 Ex 0.25 1.005166e+00 -3522.95 -5498.08 790
23 94 Ex 0.25 2.514844e+00 -3349.74 -5398.08 790
23 95 Ex 0.25 4.937389e-01 -3176.54 -5298.08 790
23 96 Ex 0.25 1.011733e-01 -3003.33 -5198.08 790
23 97 Ex 0.25 3.282475e-01 -2830.13 -5098.08 790
23 98 Ex 0.25 7.645519e-01 -2656.92 -4998.08 790
23 99 Ex 0.25 7.122125e-01 -2483.72 -4898.08 790
23 100 Ex 0.25 1.199415e+00 -2310.51 -4798.08 790
23 101 Ex 0.25 4.243401e-01 -2137.31 -4698.08 790
23 102 Ex 0.25 1.090762e+00 -1964.1 -4598.08 790
23 103 Ex 0.25 1.382304e+00 -1790.9 -4498.08 790
23 104 Ex 0.25 5.773816e-01 -1617.69 -4398.08 790
23 105 Ex 0.25 1.567548e+00 -1444.49 -4298.08 790
23 106 Ex 0.25 6.019263e-01 -1271.28 -4198.08 790
23 107 Ex 0.25 8.793802e-01 -1098.08 -4098.08 790
23 108 Ex 0.25 2.196297e+00 -924.871 -3998.08 790
23 109 Ex 0.25 9.217337e-01 -751.666 -3898.08 790
23 110 Ex 0.25 1.794525e+00 -578.461 -3798.08 790
23 111 Ex 0.25 1.294502e+00 -405.256 -3698.08 790
23 112 Ex 0.25 2.691628e-01 -232.051 -3598.08 790
23 113 Ex 0.25 1.369297e+00 -58.8457 -3498.08 790
23 114 Ex 0.25 1.647521e+00 114.359 -3398.08 790
23 115 Ex 0.25 5.228184e-01 287.564 -3298.08 790
23 116 Ex 0.25 4.197295e-01 460.77 -3198.08 790
23 117 Ex 0.25 4.065685e-01 633.975 -3098.08 790
23 118 Ex 0.25 5.423795e-01 807.18 -2998.08 790
23 119 Ex 0.25 1.093040e+00 980.385 -2898.08 790
23 120 Ex 0.25 4.426853e-01 1153.59 -2798.08 790
23 121 Ex 0.25 1.191532e+00 1326.79 -2698.08 790
23 122 Ex 0.25 1.654339e+00 1500 -2598.08 790
23 123 Ex 0.25 9.949740e-01 1673.21 -2498.08 790
23 124 Ex 0.25 2.131723e-01 1846.41 -2398.08 790
23 125 Ex 0.25 1.734650e+00 2019.62 -2298.08 790
23 126 Ex 0.25 2.034782e+00 2192.82 -2198.08 790
23 127 Ex 0.25 1.059925e+00 2366.03 -2098.08 790
23 128 Ex 0.25 5.916873e-01 2539.23 -1998.08 790
23 129 Ex 0.25 3.797564e-01 2712.44 -1898.08 790
23 130 Ex 0.25 5.775716e-01 2885.64 -1798.08 790
23 131 Ex 0.25 1.068194e+00 3058.85 -1698.08 790
23 132 Ex 0.25 4.385203e-01 3232.05 -1598.08 790
23 133 Ex 0.25 5.172805e-01 3405.26 -1498.08 790
23 134 Ex 0.25 2.233212e-01 3578.46 -1398.08 790
23 135 Ex 0.25 1.619425e+00 3751.67 -1298.08 790
23 136 Ex 0.25 3.970665e-01 3924.87 -1198.08 790
23 137 Ex 0.25 1.229530e+00 4098.08 -1098.08 790
23 138 Ex 0.25 1.871077e-01 4271.28 -998.076 790
23 139 Ex 0.25 2.532452e-01 4444.49 -898.076 790
23 140 Ex 0.25 1.578910e+00 4617.69 -798.076 790
23 141 Ex 0.25 4.504470e-01 4790.9 -698.076 790
23 142 Ex 0.25 1.336164e+00 4964.1 -598.076 790
23 143 Ex 0.25 1.065105e+00 5137.31 -498.076 790
23 144 Ex 0.25 1.639086e+00 5310.51 -398.076 790
23 145 Ex 0.25 1.006818e+00 5483.72 -298.076 790
23 146 Ex 0.25 7.786421e-01 5656.92 -198.076 790
23 147 Ex 0.25 9.223241e-01 5830.13 -98.0762 790
23 148 Ex 0.25 9.338241e-01 6003.33 1.92383 790
23 149 Ex 0.25 7.742364e-01 6176.54 101.924 790
23 150 Ex 0.25 3.669926e-01 6349.74 201.924 790
23 151 Ex 0.25 5.323284e-01 6522.95 301.924 790
23 152 Ex 0.25 9.417641e-01 6696.15 401.924 790
23 153 Ex 0.25 9.348758e-01 6869.36 501.924 790
23 154 Ex 0.25 1.455216e+00 7042.56 601.924 790
23 155 Ex 0.25 7.527844e-01 7215.77 701.924 790
23 156 Ex 0.25 8.542138e-01 7388.97 801.924 790
23 157 Ex 0.25 8.623605e-01 7562.18 901.924 790
23 158 Ex 0.25 3.044424e-01 7735.38 1001.92 790
23 159 Ex 0.25 1.762873e+00 7908.59 1101.92 790
23 160 Ex 0.25 1.685290e+00 8081.79 1201.92 790
23 161 Ex 0.25 1.749661e-01 8255 1301.92 790
23 162 Ex 0.25 1.057935e+00 8428.2 1401.92 790
23 163 Ex 0.25 1.057050e+00 -6928.2 -4000 790
23 164 Ex 0.25 7.532081e-01 -6755 -3900 790
23 165 Ex 0.25 8.665971e-01 -6581.79 -3800 790
23 166 Ex 0.25 1.030254e+00 -6408.59 -3700 790
23 167 Ex 0.25 9.238140e-01 -6235.38 -3600 790
23 168 Ex 0.25 1.066970e+00 -6062.18 -3500 790
23 169 Ex 0.25 1.203343e+00 -5888.97 -3400 790
23 170 Ex 0.25 9.572039e-01 -5715.77 -3300 790
23 171 Ex 0.25 1.785189e+00 -5542.56 -3200 790
23 172 Ex 0.25 1.095564e+00 -5369.36 -3100 790
23 173 Ex 0.25 8.948289e-01 -5196.15 -3000 790
23 174 Ex 0.25 7.745645e-01 -5022.95 -2900 790
23 175 Ex 0.25 8.183000e-01 -4849.74 -2800 790
23 176 Ex 0.25 1.442126e+00 -4676.54 -2700 790
23 177 Ex 0.25 1.328617e+00 -4503.33 -2600 790
23 178 Ex 0.25 1.174979e+00 -4330.13 -2500 790
23 179 Ex 0.25 1.225733e+00 -4156.92 -2400 790
23 180 Ex 0.25 4.534874e-01 -3983.72 -2300 790
23 181 Ex 0.25 2.738303e+00 -3810.51 -2200 790
23 182 Ex 0.25 1.197622e+00 -3637.31 -2100 790
23 183 Ex 0.25 4.587368e-01 -3464.1 -2000 790
23 184 Ex 0.25 5.856382e-01 -3290.9 -1900 790
23 185 Ex 0.25 7.911004e-01 -3117.69 -1800 790
23 186 Ex 0.25 9.534424e-01 -2944.49 -1700 790
23 187 Ex 0.25 1.234113e+00 -2771.28 -1600 790
23 188 Ex 0.25 3.108345e-01 -2598.08 -1500 790
23 189 Ex 0.25 4.930893e-01 -2424.87 -1400 790
23 190 Ex 0.25 1.889114e+00 -2251.67 -1300 790
23 191 Ex 0.25 1.662822e+00 -2078.46 -1200 790
23 192 Ex 0.25 1.415686e+00 -1905.26 -1100 790
23 193 Ex 0.25 1.389400e+00 -1732.05 -1000 790
23 194 Ex 0.25 1.330047e+00 -1558.85 -900 790
23 195 Ex 0.25 6.532351e-01 -1385.64 -800 790
23 196 Ex 0.25 1.515135e+00 -1212.44 -700 790
23 197 Ex 0.25 2.088174e+00 -1039.23 -600 790
23 198 Ex 0.25 1.249346e+00 -866.025 -500 790
23 199 Ex 0.25 1.417885e+00 -692.82 -400 790
23 200 Ex 0.25 1.901545e+00 -519.615 -300 790
23 201 Ex 0.25 8.609161e-01 -346.41 -200 790
23 202 Ex 0.25 1.501350e+00 -173.205 -100 790
23 203 Ex 0.25 9.968182e-01 0 0 790
23 204 Ex 0.25 1.385065e+00 173.205 100 790
23 205 Ex 0.25 2.057494e+00 346.41 200 790
23 206 Ex 0.25 2.971869e+00 519.615 300 790
23 207 Ex 0.25 2.150608e+00 692.82 400 790
23 208 Ex 0.25 1.279572e+00 866.025 500 790
23 209 Ex 0.25 2.525802e+00 1039.23 600 790
23 210 Ex 0.25 7.801515e-01 1212.44 700 790
23 211 Ex 0.25 1.392836e+00 1385.64 800 790
23 212 Ex 0.25 1.629515e+00 1558.85 900 790
23 213 Ex 0.25 1.378781e+00 1732.05 1000 790
23 214 Ex 0.25 1.857374e+00 1905.26 1100 790
23 215 Ex 0.25 1.436575e+00 2078.46 1200 790
23 216 Ex 0.25 6.106164e-01 2251.67 1300 790
23 217 Ex 0.25 1.077153e+00 2424.87 1400 790
23 218 Ex 0.25 1.836965e+00 2598.08 1500 790
23 219 Ex 0.25 8.127604e-01 2771.28 1600 790
23 220 Ex 0.25 2.036244e+00 2944.49 1700 790
23 221 Ex 0.25 7.996147e-01 3117.69 1800 790
23 222 Ex 0.25 1.877841e+00 3290.9 1900 790
23 223 Ex 0.25 7.857851e-01 3464.1 2000 790
23 224 Ex 0.25 1.897102e+00 3637.31 2100 790
23 225 Ex 0.25 9.319827e-01 3810.51 2200 790
23 226 Ex 0.25 1.226767e+00 3983.72 2300 790
23 227 Ex 0.25 7.192928e-01 4156.92 2400 790
23 228 Ex 0.25 1.328802e+00 4330.13 2500 790
23 229 Ex 0.25 1.678365e+00 4503.33 2600 790
23 230 Ex 0.25 1.568560e+00 4676.54 2700 790
23 231 Ex 0.25 1.088323e+00 4849.74 2800 790
23 232 Ex 0.25 1.651207e+00 5022.95 2900 790
23 233 Ex 0.25 5.841802e-01 5196.15 3000 790
23 234 Ex 0.25 4.542071e-01 5369.36 3100 790
23 235 Ex 0.25 8.146149e-01 5542.56 3200 790
23 236 Ex 0.25 5.789257e-01 5715.77 3300 790
23 237 Ex 0.25 1.078964e+00 5888.97 3400 790
23 238 Ex 0.25 5.240706e-01 6062.18 3500 790
23 239 Ex 0.25 9.890417e-01 6235.38 3600 790
23 240 Ex 0.25 9.441280e-01 6408.59 3700 790
23 241 Ex 0.25 1.404187e+00 6581.79 3800 790
23 242 Ex 0.25 6.209828e-01 6755 3900 790
23 243 Ex 0.25 1.374563e+00 6928.2 4000 790
23 244 Ex 0.25 1.998332e+00 -8428.2 -1401.92 790
23 245 Ex 0.25 2.394986e+00 -8255 -1301.92 790
23 246 Ex 0.25 1.474985e+00 -8081.79 -1201.92 790
23 247 Ex 0.25 1.818763e+00 -7908.59 -1101.92 790
23 248 Ex 0.25 2.665529e+00 -7735.38 -1001.92 790
23 249 Ex 0.25 2.347244e+00 -7562.18 -901.924 790
23 250 Ex 0.25 2.137557e+00 -7388.97 -801.924 790
23 251 Ex 0.25 5.936754e-01 -7215.77 -701.924 790
23 252 Ex 0.25 1.760841e+00 -7042.56 -601.924 790
23 253 Ex 0.25 2.113622e+00 -6869.36 -501.924 790
23 254 Ex 0.25 1.866226e+00 -6696.15 -401.924 790
23 255 Ex 0.25 2.408437e-01 -6522.95 -301.924 790
23 256 Ex 0.25 2.327352e+00 -6349.74 -201.924 790
23 257 Ex 0.25 5.564831e-01 -6176.54 -101.924 790
23 258 Ex 0.25 1.189453e+00 -6003.33 -1.92383 790
23 259 Ex 0.25 7.893162e-01 -5830.13 98.0762 790
23 260 Ex 0.25 1.407835e+00 -5656.92 198.076 790
23 261 Ex 0.25 2.082632e-01 -5483.72 298.076 790
23 262 Ex 0.25 6.576266e-01 -5310.51 398.076 790
23 263 Ex 0.25 1.401247e+00 -5137.31 498.076 790
23 264 Ex 0.25 1.019408e+00 -4964.1 598.076 790
23 265 Ex 0.25 7.843432e-01 -4790.9 698.076 790
23 266 Ex 0.25 2.237124e+00 -4617.69 798.076 790
23 267 Ex 0.25 8.396477e-01 -4444.49 898.076 790
23 268 Ex 0.25 1.300064e+00 -4271.28 998.076 790
23 269 Ex 0.25 3.781466e-01 -4098.08 1098.08 790
23 270 Ex 0.25 1.534791e+00 -3924.87 1198.08 790
23 271 Ex 0.25 1.167529e+00 -3751.67 1298.08 790
23 272 Ex 0.25 1.533529e+00 -3578.46 1398.08 790
23 273 Ex 0.25 1.923671e+00 -3405.26 1498.08 790
23 274 Ex 0.25 1.649670e-01 -3232.05 1598.08 790
23 275 Ex 0.25 9.284396e-01 -3058.85 1698.08 790
23 276 Ex 0.25 5.325657e-01 -2885.64 1798.08 790
23 277 Ex 0.25 1.676363e+00 -2712.44 1898.08 790
23 278 Ex 0.25 3.493256e-01 -2539.23 1998.08 790
23 279 Ex 0.25 5.922712e-01 -2366.03 2098.08 790
23 280 Ex 0.25 4.276272e-01 -2192.82 2198.08 790
23 281 Ex 0.25 1.357778e+00 -2019.62 2298.08 790
23 282 Ex 0.25 0.000000e+00 -1846.41 2398.08 790
23 283 Ex 0.25 0.000000e+00 -1673.21 2498.08 790
23 284 Ex 0.25 0.000000e+00 -1500 2598.08 790
23 285 Ex 0.25 0.000000e+00 -1326.79 2698.08 790
23 286 Ex 0.25 0.000000e+00 -1153.59 2798.08 790
23 287 Ex 0.25 1.742918e+00 -980.385 2898.08 790
23 288 Ex 0.25 7.548094e-01 -807.18 2998.08 790
23 289 Ex 0.25 1.946347e+00 -633.975 3098.08 790
23 290 Ex 0.25 4.656023e-01 -460.77 3198.08 790
23 291 Ex 0.25 1.386179e+00 -287.564 3298.08 790
23 292 Ex 0.25 1.175751e+00 -114.359 3398.08 790
23 293 Ex 0.25 1.275032e-01 58.8457 3498.08 790
23 294 Ex 0.25 5.566049e-01 232.051 3598.08 790
23 295 Ex 0.25 1.678059e+00 405.256 3698.08 790
23 296 Ex 0.25 9.118305e-01 578.461 3798.08 790
23 297 Ex 0.25 2.370055e+00 751.666 3898.08 790
23 298 Ex 0.25 7.998948e-01 924.871 3998.08 790
23 299 Ex 0.25 1.094020e+00 1098.08 4098.08 790
23 300 Ex 0.25 2.082209e+00 1271.28 4198.08 790
23 301 Ex 0.25 8.399330e-01 1444.49 4298.08 790
23 302 Ex 0.25 3.107255e-01 1617.69 4398.08 790
23 303 Ex 0.25 6.650551e-01 1790.9 4498.08 790
23 304 Ex 0.25 1.545402e+00 1964.1 4598.08 790
23 305 Ex 0.25 4.195336e-01 2137.31 4698.08 790
23 306 Ex 0.25 3.126588e+00 2310.51 4798.08 790
23 307 Ex 0.25 6.186807e-01 2483.72 4898.08 790
23 308 Ex 0.25 1.160883e+00 2656.92 4998.08 790
23 309 Ex 0.25 1.112161e+00 2830.13 5098.08 790
23 310 Ex 0.25 1.547817e+00 3003.33 5198.08 790
23 311 Ex 0.25 2.595938e+00 3176.54 5298.08 790
23 312 Ex 0.25 8.096402e-01 3349.74 5398.08 790
23 313 Ex 0.25 8.780219e-01 3522.95 5498.08 790
23 314 Ex 0.25 7.322431e-01 3696.15 5598.08 790
23 315 Ex 0.25 8.918142e-01 3869.36 5698.08 790
23 316 Ex 0.25 1.092339e+00 4042.56 5798.08 790
23 317 Ex 0.25 9.543015e-01 4215.77 5898.08 790
23 318 Ex 0.25 1.272967e+00 4388.97 5998.08 790
23 319 Ex 0.25 1.806082e+00 4562.18 6098.08 790
23 320 Ex 0.25 2.284276e+00 4735.38 6198.08 790
23 321 Ex 0.25 5.854018e-01 4908.59 6298.08 790
23 322 Ex 0.25 1.304927e+00 5081.79 6398.08 790
23 323 Ex 0.25 1.707940e+00 5255 6498.08 790
23 324 Ex 0.25 2.031219e+00 5428.2 6598.08 790
23 325 Ex 0.25 4.241763e+00 -9928.2 1196.15 790
23 326 Ex 0.25 3.600027e+00 -9755 1296.15 790
23 327 Ex 0.25 2.362211e+00 -9581.79 1396.15 790
23 328 Ex 0.25 1.703299e+00 -9408.59 1496.15 790
23 329 Ex 0.25 2.646598e+00 -9235.38 1596.15 790
23 330 Ex 0.25 3.614949e+00 -9062.18 1696.15 790
23 331 Ex 0.25 3.092965e+00 -8888.97 1796.15 790
23 332 Ex 0.25 2.782444e+00 -8715.77 1896.15 790
23 333 Ex 0.25 1.487847e+00 -8542.56 1996.15 790
23 334 Ex 0.25 1.066875e+00 -8369.36 2096.15 790
23 335 Ex 0.25 1.931357e+00 -8196.15 2196.15 790
23 336 Ex 0.25 1.392842e+00 -8022.95 2296.15 790
23 337 Ex 0.25 4.539053e-01 -7849.74 2396.15 790
23 338 Ex 0.25 8.253174e-01 -7676.54 2496.15 790
23 339 Ex 0.25 7.023094e-01 -7503.33 2596.15 790
23 340 Ex 0.25 6.971005e-01 -7330.13 2696.15 790
23 341 Ex 0.25 4.734426e-01 -7156.92 2796.15 790
23 342 Ex 0.25 1.578640e+00 -6983.72 2896.15 790
23 343 Ex 0.25 8.912449e-01 -6810.51 2996.15 790
23 344 Ex 0.25 5.439780e-01 -6637.31 3096.15 790
23 345 Ex 0.25 1.103210e+00 -6464.1 3196.15 790
23 346 Ex 0.25 1.878227e+00 -6290.9 3296.15 790
23 347 Ex 0.25 6.546639e-01 -6117.69 3396.15 790
23 348 Ex 0.25 2.339174e+00 -5944.49 3496.15 790
23 349 Ex 0.25 2.581315e+00 -5771.28 3596.15 790
23 350 Ex 0.25 0.000000e+00 -5598.08 3696.15 790
23 351 Ex 0.25 0.000000e+00 -5424.87 3796.15 790
23 352 Ex 0.25 0.000000e+00 -5251.67 3896.15 790
23 353 Ex 0.25 0.000000e+00 -5078.46 3996.15 790
23 354 Ex 0.25 0.000000e+00 -4905.26 4096.15 790
23 355 Ex 0.25 0.000000e+00 -4732.05 4196.15 790
23 356 Ex 0.25 0.000000e+00 -4558.85 4296.15 790
23 357 Ex 0.25 0.000000e+00 -4385.64 4396.15 790
23 358 Ex 0.25 0.000000e+00 -4212.44 4496.15 790
23 359 Ex 0.25 0.000000e+00 -4039.23 4596.15 790
23 360 Ex 0.25 0.000000e+00 -3866.03 4696.15 790
23 361 Ex 0.25 0.000000e+00 -3692.82 4796.15 790
23 362 Ex 0.25 0.000000e+00 -3519.62 4896.15 790
23 363 Ex 0.25 0.000000e+00 -3346.41 4996.15 790
23 364 Ex 0.25 0.000000e+00 -3173.21 5096.15 790
23 365 Ex 0.25 0.000000e+00 -3000 5196.15 790
23 366 Ex 0.25 0.000000e+00 -2826.79 5296.15 790
23 367 Ex 0.25 0.000000e+00 -2653.59 5396.15 790
23 368 Ex 0.25 0.000000e+00 -2480.38 5496.15 790
23 369 Ex 0.25 0.000000e+00 -2307.18 5596.15 790
23 370 Ex 0.25 0.000000e+00 -2133.97 5696.15 790
23 371 Ex 0.25 0.000000e+00 -1960.77 5796.15 790
23 372 Ex 0.25 0.000000e+00 -1787.56 5896.15 790
23 373 Ex 0.25 0.000000e+00 -1614.36 5996.15 790
23 374 Ex 0.25 0.000000e+00 -1441.15 6096.15 790
23 375 Ex 0.25 0.000000e+00 -1267.95 6196.15 790
23 376 Ex 0.25 0.000000e+00 -1094.74 6296.15 790
23 377 Ex 0.25 0.000000e+00 -921.539 6396.15 790
23 378 Ex 0.25 0.000000e+00 -748.334 6496.15 790
23 379 Ex 0.25 0.000000e+00 -575.129 6596.15 790
23 380 Ex 0.25 0.000000e+00 -401.924 6696.15 790
23 381 Ex 0.25 1.648883e+00 -228.719 6796.15 790
23 382 Ex 0.25 1.281699e+00 -55.5137 6896.15 790
23 383 Ex 0.25 1.443130e+00 117.691 6996.15 790
23 384 Ex 0.25 3.851723e-01 290.896 7096.15 790
23 385 Ex 0.25 5.756605e-01 464.102 7196.15 790
23 386 Ex 0.25 1.049125e+00 637.307 7296.15 790
23 387 Ex 0.25 2.060721e-01 810.512 7396.15 790
23 388 Ex 0.25 1.202432e+00 983.717 7496.15 790
23 389 Ex 0.25 1.572096e+00 1156.92 7596.15 790
23 390 Ex 0.25 5.073157e-01 1330.13 7696.15 790
23 391 Ex 0.25 1.559929e-01 1503.33 7796.15 790
23 392 Ex 0.25 2.295904e+00 1676.54 7896.15 790
23 393 Ex 0.25 7.922229e-01 1849.74 7996.15 790
23 394 Ex 0.25 7.001310e-01 2022.95 8096.15 790
23 395 Ex 0.25 1.340939e+00 2196.15 8196.15 790
23 396 Ex 0.25 1.086349e+00 2369.36 8296.15 790
23 397 Ex 0.25 5.986263e-01 2542.56 8396.15 790
23 398 Ex 0.25 1.507333e+00 2715.77 8496.15 790
23 399 Ex 0.25 2.383833e+00 2888.97 8596.15 790
23 400 Ex 0.25 2.064483e+00 3062.18 8696.15 790
23 401 Ex 0.25 2.739154e+00 3235.38 8796.15 790
23 402 Ex 0.25 2.011051e+00 3408.59 8896.15 790
23 403 Ex 0.25 2.114632e+00 3581.79 8996.15 790
23 404 Ex 0.25 2.044891e+00 3755 9096.15 790
23 405 Ex 0.25 2.999869e+00 3928.2 9196.15 790
23 406 Ex 0.25 1.135128e+00 -1196.15 -9928.2 790
23 407 Ex 0.25 1.402851e+00 1401.92 -8428.2 790
23 408 Ex 0.25 1.385428e+00 4000 -6928.2 790
23 409 Ex 0.25 1.314046e+00 6598.08 -5428.2 790
23 410 Ex 0.25 4.748544e-01 9196.15 -3928.2 790
23 411 Ex 0.25 1.124500e+00 -1296.15 -9755 790
23 412 Ex 0.25 5.868046e-01 1301.92 -8255 790
23 413 Ex 0.25 6.402774e-01 3900 -6755 790
23 414 Ex 0.25 5.041426e-01 6498.08 -5255 790
23 415 Ex 0.25 4.406112e-01 9096.15 -3755 790
23 416 Ex 0.25 1.426221e+00 -1396.15 -9581.79 790
23 417 Ex 0.25 4.248604e-01 1201.92 -8081.79 790
23 418 Ex 0.25 9.764550e-01 3800 -6581.79 790
23 419 Ex 0.25 9.850357e-01 6398.08 -5081.79 790
23 420 Ex 0.25 2.112693e-01 8996.15 -3581.79 790
23 421 Ex 0.25 2.641451e-01 -1496.15 -9408.59 790
23 422 Ex 0.25 8.997761e-01 1101.92 -7908.59 790
23 423 Ex 0.25 1.277027e+00 3700 -6408.59 790
23 424 Ex 0.25 8.404799e-01 6298.08 -4908.59 790
23 425 Ex 0.25 5.221990e-01 8896.15 -3408.59 790
23 426 Ex 0.25 1.814003e+00 -1596.15 -9235.38 790
23 427 Ex 0.25 1.012693e+00 1001.92 -7735.38 790
23 428 Ex 0.25 1.835069e+00 3600 -6235.38 790
23 429 Ex 0.25 1.536863e+00 6198.08 -4735.38 790
23 430 Ex 0.25 4.186787e-01 8796.15 -3235.38 790
23 431 Ex 0.25 4.096871e-01 -1696.15 -9062.18 790
23 432 Ex 0.25 1.485138e+00 901.924 -7562.18 790
