iTx iRx chrec frequency/Hz RMSE x y z
11 109 Ex 0.25 3.469984e-01 -751.666 -3898.08 790
11 110 Ex 0.25 2.371405e+00 -578.461 -3798.08 790
11 111 Ex 0.25 1.288044e+00 -405.256 -3698.08 790
11 112 Ex 0.25 1.035840e+00 -232.051 -3598.08 790
11 113 Ex 0.25 1.182461e+00 -58.8457 -3498.08 790
11 114 Ex 0.25 1.427372e+00 114.359 -3398.08 790
11 115 Ex 0.25 1.796126e-01 287.564 -3298.08 790
11 116 Ex 0.25 3.212982e-01 460.77 -3198.08 790
11 117 Ex 0.25 9.334009e-01 633.975 -3098.08 790
11 118 Ex 0.25 6.795369e-01 807.18 -2998.08 790
11 119 Ex 0.25 1.772796e+00 980.385 -2898.08 790
11 120 Ex 0.25 1.405863e+00 1153.59 -2798.08 790
11 121 Ex 0.25 2.166968e+00 1326.79 -2698.08 790
11 122 Ex 0.25 1.584769e+00 1500 -2598.08 790
11 123 Ex 0.25 1.360502e+00 1673.21 -2498.08 790
11 124 Ex 0.25 1.701115e+00 1846.41 -2398.08 790
11 125 Ex 0.25 1.614465e+00 2019.62 -2298.08 790
11 126 Ex 0.25 7.282727e-01 2192.82 -2198.08 790
11 127 Ex 0.25 4.644459e-01 2366.03 -2098.08 790
11 128 Ex 0.25 1.445340e+00 2539.23 -1998.08 790
11 129 Ex 0.25 1.757773e+00 2712.44 -1898.08 790
11 130 Ex 0.25 1.174412e+00 2885.64 -1798.08 790
11 131 Ex 0.25 1.456815e+00 3058.85 -1698.08 790
11 132 Ex 0.25 9.904315e-01 3232.05 -1598.08 790
11 133 Ex 0.25 1.921396e+00 3405.26 -1498.08 790
11 134 Ex 0.25 1.155094e+00 3578.46 -1398.08 790
11 135 Ex 0.25 2.803597e+00 3751.67 -1298.08 790
11 136 Ex 0.25 7.213452e-01 3924.87 -1198.08 790
11 137 Ex 0.25 9.118676e-01 4098.08 -1098.08 790
11 138 Ex 0.25 7.904286e-01 4271.28 -998.076 790
11 139 Ex 0.25 1.097351e+00 4444.49 -898.076 790
11 140 Ex 0.25 1.276775e+00 4617.69 -798.076 790
11 141 Ex 0.25 8.815796e-01 4790.9 -698.076 790
11 142 Ex 0.25 1.592639e+00 4964.1 -598.076 790
11 143 Ex 0.25 1.720740e+00 5137.31 -498.076 790
11 144 Ex 0.25 2.027666e+00 5310.51 -398.076 790
11 145 Ex 0.25 1.525944e+00 5483.72 -298.076 790
11 146 Ex 0.25 1.274598e+00 5656.92 -198.076 790
11 147 Ex 0.25 9.767274e-01 5830.13 -98.0762 790
11 148 Ex 0.25 6.449083e-01 6003.33 1.92383 790
11 149 Ex 0.25 5.248545e-01 6176.54 101.924 790
11 150 Ex 0.25 7.277747e-01 6349.74 201.924 790
11 151 Ex 0.25 3.075040e-01 6522.95 301.924 790
11 152 Ex 0.25 1.232058e+00 6696.15 401.924 790
11 153 Ex 0.25 1.077031e+00 6869.36 501.924 790
11 154 Ex 0.25 1.215712e+00 7042.56 601.924 790
11 155 Ex 0.25 9.288641e-01 7215.77 701.924 790
11 156 Ex 0.25 9.447630e-01 7388.97 801.924 790
11 157 Ex 0.25 7.866780e-01 7562.18 901.924 790
11 158 Ex 0.25 5.041490e-01 7735.38 1001.92 790
11 159 Ex 0.25 1.777168e+00 7908.59 1101.92 790
11 160 Ex 0.25 1.566460e+00 8081.79 1201.92 790
11 161 Ex 0.25 2.597897e-01 8255 1301.92 790
11 162 Ex 0.25 1.009436e+00 8428.2 1401.92 790
11 163 Ex 0.25 0.000000e+00 -6928.2 -4000 790
11 164 Ex 0.25 0.000000e+00 -6755 -3900 790
11 165 Ex 0.25 0.000000e+00 -6581.79 -3800 790
11 166 Ex 0.25 0.000000e+00 -6408.59 -3700 790
11 167 Ex 0.25 0.000000e+00 -6235.38 -3600 790
11 168 Ex 0.25 0.000000e+00 -6062.18 -3500 790
11 169 Ex 0.25 0.000000e+00 -5888.97 -3400 790
11 170 Ex 0.25 0.000000e+00 -5715.77 -3300 790
11 171 Ex 0.25 0.000000e+00 -5542.56 -3200 790
11 172 Ex 0.25 0.000000e+00 -5369.36 -3100 790
11 173 Ex 0.25 0.000000e+00 -5196.15 -3000 790
11 174 Ex 0.25 0.000000e+00 -5022.95 -2900 790
11 175 Ex 0.25 0.000000e+00 -4849.74 -2800 790
11 176 Ex 0.25 0.000000e+00 -4676.54 -2700 790
11 177 Ex 0.25 0.000000e+00 -4503.33 -2600 790
11 178 Ex 0.25 0.000000e+00 -4330.13 -2500 790
11 179 Ex 0.25 0.000000e+00 -4156.92 -2400 790
11 180 Ex 0.25 0.000000e+00 -3983.72 -2300 790
11 181 Ex 0.25 0.000000e+00 -3810.51 -2200 790
11 182 Ex 0.25 0.000000e+00 -3637.31 -2100 790
11 183 Ex 0.25 0.000000e+00 -3464.1 -2000 790
11 184 Ex 0.25 0.000000e+00 -3290.9 -1900 790
11 185 Ex 0.25 0.000000e+00 -3117.69 -1800 790
11 186 Ex 0.25 0.000000e+00 -2944.49 -1700 790
11 187 Ex 0.25 0.000000e+00 -2771.28 -1600 790
11 188 Ex 0.25 0.000000e+00 -2598.08 -1500 790
11 189 Ex 0.25 1.622697e+00 -2424.87 -1400 790
11 190 Ex 0.25 1.898433e+00 -2251.67 -1300 790
11 191 Ex 0.25 1.237009e+00 -2078.46 -1200 790
11 192 Ex 0.25 2.539153e-01 -1905.26 -1100 790
11 193 Ex 0.25 8.216335e-01 -1732.05 -1000 790
11 194 Ex 0.25 5.105937e-01 -1558.85 -900 790
11 195 Ex 0.25 1.724218e+00 -1385.64 -800 790
11 196 Ex 0.25 2.457958e+00 -1212.44 -700 790
11 197 Ex 0.25 8.475893e-01 -1039.23 -600 790
11 198 Ex 0.25 9.990200e-01 -866.025 -500 790
11 199 Ex 0.25 8.379221e-01 -692.82 -400 790
11 200 Ex 0.25 8.453901e-01 -519.615 -300 790
11 201 Ex 0.25 1.563089e+00 -346.41 -200 790
11 202 Ex 0.25 9.569204e-01 -173.205 -100 790
11 203 Ex 0.25 1.406806e+00 0 0 790
11 204 Ex 0.25 7.737667e-01 173.205 100 790
11 205 Ex 0.25 1.588560e+00 346.41 200 790
11 206 Ex 0.25 1.818970e+00 519.615 300 790
11 207 Ex 0.25 8.011827e-01 692.82 400 790
11 208 Ex 0.25 1.183794e+00 866.025 500 790
11 209 Ex 0.25 9.838316e-01 1039.23 600 790
11 210 Ex 0.25 1.759227e+00 1212.44 700 790
11 211 Ex 0.25 1.622131e+00 1385.64 800 790
11 212 Ex 0.25 1.764886e+00 1558.85 900 790
11 213 Ex 0.25 2.557382e+00 1732.05 1000 790
11 214 Ex 0.25 1.721760e+00 1905.26 1100 790
11 215 Ex 0.25 1.687019e+00 2078.46 1200 790
11 216 Ex 0.25 2.439765e+00 2251.67 1300 790
11 217 Ex 0.25 2.844592e+00 2424.87 1400 790
11 218 Ex 0.25 5.399780e-02 2598.08 1500 790
11 219 Ex 0.25 8.938305e-01 2771.28 1600 790
11 220 Ex 0.25 2.205678e+00 2944.49 1700 790
11 221 Ex 0.25 8.046553e-01 3117.69 1800 790
11 222 Ex 0.25 4.285855e-01 3290.9 1900 790
11 223 Ex 0.25 9.883492e-01 3464.1 2000 790
11 224 Ex 0.25 1.351508e+00 3637.31 2100 790
11 225 Ex 0.25 8.508399e-01 3810.51 2200 790
11 226 Ex 0.25 5.938033e-01 3983.72 2300 790
11 227 Ex 0.25 7.497506e-02 4156.92 2400 790
11 228 Ex 0.25 1.776215e+00 4330.13 2500 790
11 229 Ex 0.25 1.203434e+00 4503.33 2600 790
11 230 Ex 0.25 1.022324e+00 4676.54 2700 790
11 231 Ex 0.25 2.840102e-01 4849.74 2800 790
11 232 Ex 0.25 1.942198e+00 5022.95 2900 790
11 233 Ex 0.25 7.470199e-01 5196.15 3000 790
11 234 Ex 0.25 8.905333e-01 5369.36 3100 790
11 235 Ex 0.25 1.034467e+00 5542.56 3200 790
11 236 Ex 0.25 1.090183e+00 5715.77 3300 790
11 237 Ex 0.25 5.257466e-01 5888.97 3400 790
11 238 Ex 0.25 7.412353e-01 6062.18 3500 790
11 239 Ex 0.25 6.441827e-01 6235.38 3600 790
11 240 Ex 0.25 1.314949e+00 6408.59 3700 790
11 241 Ex 0.25 1.846712e+00 6581.79 3800 790
11 242 Ex 0.25 5.154122e-01 6755 3900 790
11 243 Ex 0.25 1.217397e+00 6928.2 4000 790
11 244 Ex 0.25 1.127856e+00 -8428.2 -1401.92 790
11 245 Ex 0.25 1.605678e+00 -8255 -1301.92 790
11 246 Ex 0.25 5.392314e-01 -8081.79 -1201.92 790
11 247 Ex 0.25 9.371459e-01 -7908.59 -1101.92 790
11 248 Ex 0.25 1.841782e+00 -7735.38 -1001.92 790
11 249 Ex 0.25 1.353275e+00 -7562.18 -901.924 790
11 250 Ex 0.25 1.326013e+00 -7388.97 -801.924 790
11 251 Ex 0.25 7.280564e-01 -7215.77 -701.924 790
11 252 Ex 0.25 0.000000e+00 -7042.56 -601.924 790
11 253 Ex 0.25 0.000000e+00 -6869.36 -501.924 790
11 254 Ex 0.25 0.000000e+00 -6696.15 -401.924 790
11 255 Ex 0.25 0.000000e+00 -6522.95 -301.924 790
11 256 Ex 0.25 0.000000e+00 -6349.74 -201.924 790
11 257 Ex 0.25 3.532056e-01 -6176.54 -101.924 790
11 258 Ex 0.25 1.008777e+00 -6003.33 -1.92383 790
11 259 Ex 0.25 5.474671e-01 -5830.13 98.0762 790
11 260 Ex 0.25 1.397061e+00 -5656.92 198.076 790
11 261 Ex 0.25 2.837617e-01 -5483.72 298.076 790
11 262 Ex 0.25 7.362790e-01 -5310.51 398.076 790
11 263 Ex 0.25 1.155195e+00 -5137.31 498.076 790
11 264 Ex 0.25 1.802556e+00 -4964.1 598.076 790
11 265 Ex 0.25 1.400590e+00 -4790.9 698.076 790
11 266 Ex 0.25 1.895285e+00 -4617.69 798.076 790
11 267 Ex 0.25 1.159377e+00 -4444.49 898.076 790
11 268 Ex 0.25 6.684475e-01 -4271.28 998.076 790
11 269 Ex 0.25 3.774416e-01 -4098.08 1098.08 790
11 270 Ex 0.25 1.406382e+00 -3924.87 1198.08 790
11 271 Ex 0.25 1.112481e+00 -3751.67 1298.08 790
11 272 Ex 0.25 2.962846e+00 -3578.46 1398.08 790
11 273 Ex 0.25 5.894806e-01 -3405.26 1498.08 790
11 274 Ex 0.25 2.324577e+00 -3232.05 1598.08 790
11 275 Ex 0.25 2.306708e+00 -3058.85 1698.08 790
11 276 Ex 0.25 1.727337e+00 -2885.64 1798.08 790
11 277 Ex 0.25 4.608879e-01 -2712.44 1898.08 790
11 278 Ex 0.25 1.384146e+00 -2539.23 1998.08 790
11 279 Ex 0.25 1.276259e+00 -2366.03 2098.08 790
11 280 Ex 0.25 9.546900e-01 -2192.82 2198.08 790
11 281 Ex 0.25 4.216708e-01 -2019.62 2298.08 790
11 282 Ex 0.25 9.874540e-01 -1846.41 2398.08 790
11 283 Ex 0.25 1.411244e+00 -1673.21 2498.08 790
11 284 Ex 0.25 7.528582e-01 -1500 2598.08 790
11 285 Ex 0.25 7.945523e-01 -1326.79 2698.08 790
11 286 Ex 0.25 1.531932e+00 -1153.59 2798.08 790
11 287 Ex 0.25 1.251463e+00 -980.385 2898.08 790
11 288 Ex 0.25 2.074812e+00 -807.18 2998.08 790
11 289 Ex 0.25 2.843750e+00 -633.975 3098.08 790
11 290 Ex 0.25 1.025133e+00 -460.77 3198.08 790
11 291 Ex 0.25 2.624595e+00 -287.564 3298.08 790
11 292 Ex 0.25 1.145309e+00 -114.359 3398.08 790
11 293 Ex 0.25 1.248902e+00 58.8457 3498.08 790
11 294 Ex 0.25 1.747842e+00 232.051 3598.08 790
11 295 Ex 0.25 6.508753e-01 405.256 3698.08 790
11 296 Ex 0.25 1.671607e+00 578.461 3798.08 790
11 297 Ex 0.25 2.068739e+00 751.666 3898.08 790
11 298 Ex 0.25 9.864662e-01 924.871 3998.08 790
11 299 Ex 0.25 8.081542e-01 1098.08 4098.08 790
11 300 Ex 0.25 1.462698e+00 1271.28 4198.08 790
11 301 Ex 0.25 5.718005e-01 1444.49 4298.08 790
11 302 Ex 0.25 7.441878e-01 1617.69 4398.08 790
11 303 Ex 0.25 8.514853e-01 1790.9 4498.08 790
11 304 Ex 0.25 8.600869e-01 1964.1 4598.08 790
11 305 Ex 0.25 6.672208e-01 2137.31 4698.08 790
11 306 Ex 0.25 2.641076e+00 2310.51 4798.08 790
11 307 Ex 0.25 6.846215e-01 2483.72 4898.08 790
11 308 Ex 0.25 9.419169e-02 2656.92 4998.08 790
11 309 Ex 0.25 8.772674e-01 2830.13 5098.08 790
11 310 Ex 0.25 3.962051e-01 3003.33 5198.08 790
11 311 Ex 0.25 1.433035e+00 3176.54 5298.08 790
11 312 Ex 0.25 1.385430e+00 3349.74 5398.08 790
11 313 Ex 0.25 3.853463e-01 3522.95 5498.08 790
11 314 Ex 0.25 7.717070e-01 3696.15 5598.08 790
11 315 Ex 0.25 5.061960e-01 3869.36 5698.08 790
11 316 Ex 0.25 5.476838e-01 4042.56 5798.08 790
11 317 Ex 0.25 4.940231e-01 4215.77 5898.08 790
11 318 Ex 0.25 1.026279e+00 4388.97 5998.08 790
11 319 Ex 0.25 7.660611e-01 4562.18 6098.08 790
11 320 Ex 0.25 1.166097e+00 4735.38 6198.08 790
11 321 Ex 0.25 9.074627e-01 4908.59 6298.08 790
11 322 Ex 0.25 5.936113e-01 5081.79 6398.08 790
11 323 Ex 0.25 9.513984e-01 5255 6498.08 790
11 324 Ex 0.25 7.138403e-01 5428.2 6598.08 790
11 325 Ex 0.25 3.211433e+00 -9928.2 1196.15 790
11 326 Ex 0.25 2.430836e+00 -9755 1296.15 790
11 327 Ex 0.25 3.234176e+00 -9581.79 1396.15 790
11 328 Ex 0.25 3.642264e+00 -9408.59 1496.15 790
11 329 Ex 0.25 2.638725e+00 -9235.38 1596.15 790
11 330 Ex 0.25 1.928007e+00 -9062.18 1696.15 790
11 331 Ex 0.25 1.669586e+00 -8888.97 1796.15 790
11 332 Ex 0.25 1.457351e+00 -8715.77 1896.15 790
11 333 Ex 0.25 2.261619e+00 -8542.56 1996.15 790
11 334 Ex 0.25 1.949660e+00 -8369.36 2096.15 790
11 335 Ex 0.25 7.323195e-01 -8196.15 2196.15 790
11 336 Ex 0.25 1.385550e+00 -8022.95 2296.15 790
11 337 Ex 0.25 2.601979e+00 -7849.74 2396.15 790
11 338 Ex 0.25 1.271617e+00 -7676.54 2496.15 790
11 339 Ex 0.25 1.220512e+00 -7503.33 2596.15 790
11 340 Ex 0.25 1.655550e+00 -7330.13 2696.15 790
11 341 Ex 0.25 7.895725e-01 -7156.92 2796.15 790
11 342 Ex 0.25 1.727355e+00 -6983.72 2896.15 790
11 343 Ex 0.25 3.570347e-01 -6810.51 2996.15 790
11 344 Ex 0.25 1.258641e+00 -6637.31 3096.15 790
11 345 Ex 0.25 9.269277e-01 -6464.1 3196.15 790
11 346 Ex 0.25 1.874695e+00 -6290.9 3296.15 790
11 347 Ex 0.25 8.632557e-01 -6117.69 3396.15 790
11 348 Ex 0.25 1.348413e+00 -5944.49 3496.15 790
11 349 Ex 0.25 1.127184e+00 -5771.28 3596.15 790
11 350 Ex 0.25 5.620433e-01 -5598.08 3696.15 790
11 351 Ex 0.25 9.223500e-01 -5424.87 3796.15 790
11 352 Ex 0.25 1.466362e+00 -5251.67 3896.15 790
11 353 Ex 0.25 1.900887e+00 -5078.46 3996.15 790
11 354 Ex 0.25 1.299180e+00 -4905.26 4096.15 790
11 355 Ex 0.25 1.215175e+00 -4732.05 4196.15 790
11 356 Ex 0.25 2.012066e+00 -4558.85 4296.15 790
11 357 Ex 0.25 1.137770e+00 -4385.64 4396.15 790
11 358 Ex 0.25 2.374322e+00 -4212.44 4496.15 790
11 359 Ex 0.25 3.380389e-01 -4039.23 4596.15 790
11 360 Ex 0.25 4.609523e-01 -3866.03 4696.15 790
11 361 Ex 0.25 1.097704e+00 -3692.82 4796.15 790
11 362 Ex 0.25 1.234023e+00 -3519.62 4896.15 790
11 363 Ex 0.25 7.123386e-01 -3346.41 4996.15 790
11 364 Ex 0.25 9.463218e-01 -3173.21 5096.15 790
11 365 Ex 0.25 9.344254e-01 -3000 5196.15 790
11 366 Ex 0.25 2.638668e-01 -2826.79 5296.15 790
11 367 Ex 0.25 1.113895e+00 -2653.59 5396.15 790
11 368 Ex 0.25 2.881375e-01 -2480.38 5496.15 790
11 369 Ex 0.25 1.097426e+00 -2307.18 5596.15 790
11 370 Ex 0.25 6.845172e-01 -2133.97 5696.15 790
11 371 Ex 0.25 4.832219e-01 -1960.77 5796.15 790
11 372 Ex 0.25 1.208633e+00 -1787.56 5896.15 790
11 373 Ex 0.25 5.881100e-01 -1614.36 5996.15 790
11 374 Ex 0.25 1.324924e+00 -1441.15 6096.15 790
11 375 Ex 0.25 1.347949e+00 -1267.95 6196.15 790
11 376 Ex 0.25 8.673915e-01 -1094.74 6296.15 790
11 377 Ex 0.25 4.086418e-01 -921.539 6396.15 790
11 378 Ex 0.25 4.432123e-01 -748.334 6496.15 790
11 379 Ex 0.25 4.363344e-01 -575.129 6596.15 790
11 380 Ex 0.25 2.773570e-01 -401.924 6696.15 790
11 381 Ex 0.25 4.002714e-01 -228.719 6796.15 790
11 382 Ex 0.25 4.639035e-01 -55.5137 6896.15 790
11 383 Ex 0.25 5.444875e-01 117.691 6996.15 790
11 384 Ex 0.25 1.061717e+00 290.896 7096.15 790
11 385 Ex 0.25 5.149349e-01 464.102 7196.15 790
11 386 Ex 0.25 5.753922e-01 637.307 7296.15 790
11 387 Ex 0.25 5.398400e-01 810.512 7396.15 790
11 388 Ex 0.25 7.147300e-01 983.717 7496.15 790
11 389 Ex 0.25 7.037661e-01 1156.92 7596.15 790
11 390 Ex 0.25 5.312844e-01 1330.13 7696.15 790
11 391 Ex 0.25 8.709702e-01 1503.33 7796.15 790
11 392 Ex 0.25 1.703269e+00 1676.54 7896.15 790
11 393 Ex 0.25 1.203652e+00 1849.74 7996.15 790
11 394 Ex 0.25 3.161413e-01 2022.95 8096.15 790
11 395 Ex 0.25 9.775665e-01 2196.15 8196.15 790
11 396 Ex 0.25 8.479007e-01 2369.36 8296.15 790
11 397 Ex 0.25 8.245104e-01 2542.56 8396.15 790
11 398 Ex 0.25 3.953890e-01 2715.77 8496.15 790
11 399 Ex 0.25 1.069153e+00 2888.97 8596.15 790
11 400 Ex 0.25 3.501431e-01 3062.18 8696.15 790
11 401 Ex 0.25 6.445270e-01 3235.38 8796.15 790
11 402 Ex 0.25 1.132756e+00 3408.59 8896.15 790
11 403 Ex 0.25 2.772435e-01 3581.79 8996.15 790
11 404 Ex 0.25 3.281969e-01 3755 9096.15 790
11 405 Ex 0.25 6.802377e-01 3928.2 9196.15 790
11 406 Ex 0.25 1.973698e+00 -1196.15 -9928.2 790
11 407 Ex 0.25 1.869322e+00 1401.92 -8428.2 790
11 408 Ex 0.25 1.212898e+00 4000 -6928.2 790
11 409 Ex 0.25 1.197589e+00 6598.08 -5428.2 790
11 410 Ex 0.25 4.433428e-01 9196.15 -3928.2 790
11 411 Ex 0.25 2.862677e+00 -1296.15 -9755 790
11 412 Ex 0.25 7.308808e-01 1301.92 -8255 790
11 413 Ex 0.25 5.289197e-01 3900 -6755 790
11 414 Ex 0.25 3.822855e-01 6498.08 -5255 790
11 415 Ex 0.25 5.049504e-01 9096.15 -3755 790
11 416 Ex 0.25 3.520214e+00 -1396.15 -9581.79 790
11 417 Ex 0.25 1.543880e+00 1201.92 -8081.79 790
11 418 Ex 0.25 8.481619e-01 3800 -6581.79 790
11 419 Ex 0.25 1.105134e+00 6398.08 -5081.79 790
11 420 Ex 0.25 1.645981e-01 8996.15 -3581.79 790
11 421 Ex 0.25 1.834420e+00 -1496.15 -9408.59 790
11 422 Ex 0.25 1.468268e+00 1101.92 -7908.59 790
11 423 Ex 0.25 1.159175e+00 3700 -6408.59 790
11 424 Ex 0.25 1.023928e+00 6298.08 -4908.59 790
11 425 Ex 0.25 4.377870e-01 8896.15 -3408.59 790
11 426 Ex 0.25 3.556578e+00 -1596.15 -9235.38 790
11 427 Ex 0.25 1.145333e-01 1001.92 -7735.38 790
11 428 Ex 0.25 1.918703e+00 3600 -6235.38 790
11 429 Ex 0.25 1.667094e+00 6198.08 -4735.38 790
11 430 Ex 0.25 3.239233e-01 8796.15 -3235.38 790
11 431 Ex 0.25 2.345860e+00 -1696.15 -9062.18 790
11 432 Ex 0.25 1.519495e+00 901.924 -7562.18 790
