iTx iRx chrec frequency/Hz RMSE x y z
9 110 Ex 0.25 2.905903e+00 -578.461 -3798.08 790
9 111 Ex 0.25 1.139056e+00 -405.256 -3698.08 790
9 112 Ex 0.25 1.350604e+00 -232.051 -3598.08 790
9 113 Ex 0.25 3.669012e-01 -58.8457 -3498.08 790
9 114 Ex 0.25 5.892701e-01 114.359 -3398.08 790
9 115 Ex 0.25 1.204605e+00 287.564 -3298.08 790
9 116 Ex 0.25 1.027563e+00 460.77 -3198.08 790
9 117 Ex 0.25 5.404145e-01 633.975 -3098.08 790
9 118 Ex 0.25 4.288435e-01 807.18 -2998.08 790
9 119 Ex 0.25 9.438642e-01 980.385 -2898.08 790
9 120 Ex 0.25 1.713021e+00 1153.59 -2798.08 790
9 121 Ex 0.25 1.728667e+00 1326.79 -2698.08 790
9 122 Ex 0.25 0.000000e+00 1500 -2598.08 790
9 123 Ex 0.25 0.000000e+00 1673.21 -2498.08 790
9 124 Ex 0.25 0.000000e+00 1846.41 -2398.08 790
9 125 Ex 0.25 0.000000e+00 2019.62 -2298.08 790
9 126 Ex 0.25 0.000000e+00 2192.82 -2198.08 790
9 127 Ex 0.25 0.000000e+00 2366.03 -2098.08 790
9 128 Ex 0.25 0.000000e+00 2539.23 -1998.08 790
9 129 Ex 0.25 0.000000e+00 2712.44 -1898.08 790
9 130 Ex 0.25 0.000000e+00 2885.64 -1798.08 790
9 131 Ex 0.25 0.000000e+00 3058.85 -1698.08 790
9 132 Ex 0.25 0.000000e+00 3232.05 -1598.08 790
9 133 Ex 0.25 0.000000e+00 3405.26 -1498.08 790
9 134 Ex 0.25 0.000000e+00 3578.46 -1398.08 790
9 135 Ex 0.25 0.000000e+00 3751.67 -1298.08 790
9 136 Ex 0.25 0.000000e+00 3924.87 -1198.08 790
9 137 Ex 0.25 0.000000e+00 4098.08 -1098.08 790
9 138 Ex 0.25 0.000000e+00 4271.28 -998.076 790
9 139 Ex 0.25 0.000000e+00 4444.49 -898.076 790
9 140 Ex 0.25 0.000000e+00 4617.69 -798.076 790
9 141 Ex 0.25 0.000000e+00 4790.9 -698.076 790
9 142 Ex 0.25 0.000000e+00 4964.1 -598.076 790
9 143 Ex 0.25 0.000000e+00 5137.31 -498.076 790
9 144 Ex 0.25 0.000000e+00 5310.51 -398.076 790
9 145 Ex 0.25 0.000000e+00 5483.72 -298.076 790
9 146 Ex 0.25 0.000000e+00 5656.92 -198.076 790
9 147 Ex 0.25 0.000000e+00 5830.13 -98.0762 790
9 148 Ex 0.25 0.000000e+00 6003.33 1.92383 790
9 149 Ex 0.25 0.000000e+00 6176.54 101.924 790
9 150 Ex 0.25 0.000000e+00 6349.74 201.924 790
9 151 Ex 0.25 0.000000e+00 6522.95 301.924 790
9 152 Ex 0.25 0.000000e+00 6696.15 401.924 790
9 153 Ex 0.25 2.004741e-01 6869.36 501.924 790
9 154 Ex 0.25 2.091056e+00 7042.56 601.924 790
9 155 Ex 0.25 3.994060e-01 7215.77 701.924 790
9 156 Ex 0.25 7.985933e-01 7388.97 801.924 790
9 157 Ex 0.25 9.417724e-01 7562.18 901.924 790
9 158 Ex 0.25 7.864240e-02 7735.38 1001.92 790
9 159 Ex 0.25 1.636833e+00 7908.59 1101.92 790
9 160 Ex 0.25 1.216922e+00 8081.79 1201.92 790
9 161 Ex 0.25 1.729923e+00 8255 1301.92 790
9 162 Ex 0.25 2.877433e+00 8428.2 1401.92 790
9 163 Ex 0.25 1.297174e+00 -6928.2 -4000 790
9 164 Ex 0.25 4.882382e-01 -6755 -3900 790
9 165 Ex 0.25 1.230789e+00 -6581.79 -3800 790
9 166 Ex 0.25 6.396837e-01 -6408.59 -3700 790
9 167 Ex 0.25 9.601991e-01 -6235.38 -3600 790
9 168 Ex 0.25 6.758124e-01 -6062.18 -3500 790
9 169 Ex 0.25 1.396441e+00 -5888.97 -3400 790
9 170 Ex 0.25 1.291890e+00 -5715.77 -3300 790
9 171 Ex 0.25 1.910931e+00 -5542.56 -3200 790
9 172 Ex 0.25 1.644073e+00 -5369.36 -3100 790
9 173 Ex 0.25 1.425417e-01 -5196.15 -3000 790
9 174 Ex 0.25 9.161293e-01 -5022.95 -2900 790
9 175 Ex 0.25 1.696107e+00 -4849.74 -2800 790
9 176 Ex 0.25 1.771777e+00 -4676.54 -2700 790
9 177 Ex 0.25 2.207077e+00 -4503.33 -2600 790
9 178 Ex 0.25 1.112381e+00 -4330.13 -2500 790
9 179 Ex 0.25 2.813331e-01 -4156.92 -2400 790
9 180 Ex 0.25 1.669014e+00 -3983.72 -2300 790
9 181 Ex 0.25 2.642064e+00 -3810.51 -2200 790
9 182 Ex 0.25 4.227034e-01 -3637.31 -2100 790
9 183 Ex 0.25 1.073326e+00 -3464.1 -2000 790
9 184 Ex 0.25 1.578138e+00 -3290.9 -1900 790
9 185 Ex 0.25 1.775927e+00 -3117.69 -1800 790
9 186 Ex 0.25 3.470472e-01 -2944.49 -1700 790
9 187 Ex 0.25 1.207072e+00 -2771.28 -1600 790
9 188 Ex 0.25 1.075524e+00 -2598.08 -1500 790
9 189 Ex 0.25 5.055190e-01 -2424.87 -1400 790
9 190 Ex 0.25 1.504081e+00 -2251.67 -1300 790
9 191 Ex 0.25 1.432915e+00 -2078.46 -1200 790
9 192 Ex 0.25 1.484663e+00 -1905.26 -1100 790
9 193 Ex 0.25 1.042833e+00 -1732.05 -1000 790
9 194 Ex 0.25 8.851496e-01 -1558.85 -900 790
9 195 Ex 0.25 1.053662e+00 -1385.64 -800 790
9 196 Ex 0.25 1.508819e+00 -1212.44 -700 790
9 197 Ex 0.25 1.801774e+00 -1039.23 -600 790
9 198 Ex 0.25 9.013121e-01 -866.025 -500 790
9 199 Ex 0.25 8.546841e-01 -692.82 -400 790
9 200 Ex 0.25 7.689196e-01 -519.615 -300 790
9 201 Ex 0.25 1.196154e+00 -346.41 -200 790
9 202 Ex 0.25 2.036006e-01 -173.205 -100 790
9 203 Ex 0.25 1.418376e+00 0 0 790
9 204 Ex 0.25 2.278170e+00 173.205 100 790
9 205 Ex 0.25 1.850708e+00 346.41 200 790
9 206 Ex 0.25 3.225699e+00 519.615 300 790
9 207 Ex 0.25 1.615237e+00 692.82 400 790
9 208 Ex 0.25 2.762173e-01 866.025 500 790
9 209 Ex 0.25 7.936776e-01 1039.23 600 790
9 210 Ex 0.25 1.334704e+00 1212.44 700 790
9 211 Ex 0.25 1.621758e+00 1385.64 800 790
9 212 Ex 0.25 1.037866e+00 1558.85 900 790
9 213 Ex 0.25 2.489451e+00 1732.05 1000 790
9 214 Ex 0.25 9.620554e-01 1905.26 1100 790
9 215 Ex 0.25 8.338718e-01 2078.46 1200 790
9 216 Ex 0.25 0.000000e+00 2251.67 1300 790
9 217 Ex 0.25 0.000000e+00 2424.87 1400 790
9 218 Ex 0.25 0.000000e+00 2598.08 1500 790
9 219 Ex 0.25 0.000000e+00 2771.28 1600 790
9 220 Ex 0.25 0.000000e+00 2944.49 1700 790
9 221 Ex 0.25 6.600599e-01 3117.69 1800 790
9 222 Ex 0.25 4.761523e-01 3290.9 1900 790
9 223 Ex 0.25 1.016335e+00 3464.1 2000 790
9 224 Ex 0.25 1.152193e+00 3637.31 2100 790
9 225 Ex 0.25 1.005991e+00 3810.51 2200 790
9 226 Ex 0.25 9.237069e-01 3983.72 2300 790
9 227 Ex 0.25 6.878934e-01 4156.92 2400 790
9 228 Ex 0.25 2.340690e+00 4330.13 2500 790
9 229 Ex 0.25 1.295497e+00 4503.33 2600 790
9 230 Ex 0.25 9.314442e-01 4676.54 2700 790
9 231 Ex 0.25 9.869759e-02 4849.74 2800 790
9 232 Ex 0.25 2.075200e+00 5022.95 2900 790
9 233 Ex 0.25 6.530883e-01 5196.15 3000 790
9 234 Ex 0.25 1.183073e+00 5369.36 3100 790
9 235 Ex 0.25 1.523168e+00 5542.56 3200 790
9 236 Ex 0.25 9.199032e-01 5715.77 3300 790
9 237 Ex 0.25 5.614079e-01 5888.97 3400 790
9 238 Ex 0.25 4.195209e-01 6062.18 3500 790
9 239 Ex 0.25 5.125818e-01 6235.38 3600 790
9 240 Ex 0.25 1.110715e+00 6408.59 3700 790
9 241 Ex 0.25 3.142254e+00 6581.79 3800 790
9 242 Ex 0.25 2.577901e+00 6755 3900 790
9 243 Ex 0.25 3.529539e+00 6928.2 4000 790
9 244 Ex 0.25 7.984307e-01 -8428.2 -1401.92 790
9 245 Ex 0.25 1.072791e+00 -8255 -1301.92 790
9 246 Ex 0.25 4.684538e-01 -8081.79 -1201.92 790
9 247 Ex 0.25 9.125038e-01 -7908.59 -1101.92 790
9 248 Ex 0.25 1.584105e+00 -7735.38 -1001.92 790
9 249 Ex 0.25 1.084289e+00 -7562.18 -901.924 790
9 250 Ex 0.25 1.089073e+00 -7388.97 -801.924 790
9 251 Ex 0.25 9.213110e-01 -7215.77 -701.924 790
9 252 Ex 0.25 1.686000e+00 -7042.56 -601.924 790
9 253 Ex 0.25 1.346968e+00 -6869.36 -501.924 790
9 254 Ex 0.25 1.497213e+00 -6696.15 -401.924 790
9 255 Ex 0.25 7.694998e-01 -6522.95 -301.924 790
9 256 Ex 0.25 1.670285e+00 -6349.74 -201.924 790
9 257 Ex 0.25 7.271405e-01 -6176.54 -101.924 790
9 258 Ex 0.25 1.488410e+00 -6003.33 -1.92383 790
9 259 Ex 0.25 1.068648e+00 -5830.13 98.0762 790
9 260 Ex 0.25 1.796605e+00 -5656.92 198.076 790
9 261 Ex 0.25 6.766914e-01 -5483.72 298.076 790
9 262 Ex 0.25 7.689321e-01 -5310.51 398.076 790
9 263 Ex 0.25 1.259748e+00 -5137.31 498.076 790
9 264 Ex 0.25 1.848500e+00 -4964.1 598.076 790
9 265 Ex 0.25 1.593233e+00 -4790.9 698.076 790
9 266 Ex 0.25 1.263185e+00 -4617.69 798.076 790
9 267 Ex 0.25 7.831287e-01 -4444.49 898.076 790
9 268 Ex 0.25 1.089312e+00 -4271.28 998.076 790
9 269 Ex 0.25 7.805035e-01 -4098.08 1098.08 790
9 270 Ex 0.25 5.693825e-01 -3924.87 1198.08 790
9 271 Ex 0.25 3.492246e-01 -3751.67 1298.08 790
9 272 Ex 0.25 1.129852e+00 -3578.46 1398.08 790
9 273 Ex 0.25 2.426347e+00 -3405.26 1498.08 790
9 274 Ex 0.25 5.118047e-01 -3232.05 1598.08 790
9 275 Ex 0.25 6.842512e-01 -3058.85 1698.08 790
9 276 Ex 0.25 7.291254e-01 -2885.64 1798.08 790
9 277 Ex 0.25 2.084306e+00 -2712.44 1898.08 790
9 278 Ex 0.25 2.795277e-01 -2539.23 1998.08 790
9 279 Ex 0.25 5.254037e-01 -2366.03 2098.08 790
9 280 Ex 0.25 5.893975e-01 -2192.82 2198.08 790
9 281 Ex 0.25 1.621924e+00 -2019.62 2298.08 790
9 282 Ex 0.25 6.192687e-01 -1846.41 2398.08 790
9 283 Ex 0.25 1.489972e+00 -1673.21 2498.08 790
9 284 Ex 0.25 1.998648e+00 -1500 2598.08 790
9 285 Ex 0.25 6.807268e-01 -1326.79 2698.08 790
9 286 Ex 0.25 1.687650e+00 -1153.59 2798.08 790
9 287 Ex 0.25 2.077134e+00 -980.385 2898.08 790
9 288 Ex 0.25 1.726617e-01 -807.18 2998.08 790
9 289 Ex 0.25 1.286838e+00 -633.975 3098.08 790
9 290 Ex 0.25 1.245290e+00 -460.77 3198.08 790
9 291 Ex 0.25 1.273177e+00 -287.564 3298.08 790
9 292 Ex 0.25 2.149613e+00 -114.359 3398.08 790
9 293 Ex 0.25 1.001278e+00 58.8457 3498.08 790
9 294 Ex 0.25 8.462892e-01 232.051 3598.08 790
9 295 Ex 0.25 1.925192e+00 405.256 3698.08 790
9 296 Ex 0.25 7.847016e-01 578.461 3798.08 790
9 297 Ex 0.25 2.757508e+00 751.666 3898.08 790
9 298 Ex 0.25 8.163977e-01 924.871 3998.08 790
9 299 Ex 0.25 3.036719e-01 1098.08 4098.08 790
9 300 Ex 0.25 2.212219e+00 1271.28 4198.08 790
9 301 Ex 0.25 1.058283e+00 1444.49 4298.08 790
9 302 Ex 0.25 7.173154e-01 1617.69 4398.08 790
9 303 Ex 0.25 3.425324e-01 1790.9 4498.08 790
9 304 Ex 0.25 1.262875e+00 1964.1 4598.08 790
9 305 Ex 0.25 1.367465e+00 2137.31 4698.08 790
9 306 Ex 0.25 2.692383e+00 2310.51 4798.08 790
9 307 Ex 0.25 1.114943e+00 2483.72 4898.08 790
9 308 Ex 0.25 5.938188e-01 2656.92 4998.08 790
9 309 Ex 0.25 1.346206e+00 2830.13 5098.08 790
9 310 Ex 0.25 6.560301e-02 3003.33 5198.08 790
9 311 Ex 0.25 1.087060e+00 3176.54 5298.08 790
9 312 Ex 0.25 1.693019e+00 3349.74 5398.08 790
9 313 Ex 0.25 5.719186e-01 3522.95 5498.08 790
9 314 Ex 0.25 9.156513e-01 3696.15 5598.08 790
9 315 Ex 0.25 6.009164e-01 3869.36 5698.08 790
9 316 Ex 0.25 5.543476e-01 4042.56 5798.08 790
9 317 Ex 0.25 4.336885e-01 4215.77 5898.08 790
9 318 Ex 0.25 7.792930e-01 4388.97 5998.08 790
9 319 Ex 0.25 4.771537e-01 4562.18 6098.08 790
9 320 Ex 0.25 9.394426e-01 4735.38 6198.08 790
9 321 Ex 0.25 1.301465e+00 4908.59 6298.08 790
9 322 Ex 0.25 2.428308e-01 5081.79 6398.08 790
9 323 Ex 0.25 3.154612e-01 5255 6498.08 790
9 324 Ex 0.25 4.256613e-01 5428.2 6598.08 790
9 325 Ex 0.25 1.652050e+00 -9928.2 1196.15 790
9 326 Ex 0.25 7.175306e-01 -9755 1296.15 790
9 327 Ex 0.25 5.276519e-01 -9581.79 1396.15 790
9 328 Ex 0.25 1.166835e+00 -9408.59 1496.15 790
9 329 Ex 0.25 4.805114e-01 -9235.38 1596.15 790
9 330 Ex 0.25 1.174074e+00 -9062.18 1696.15 790
9 331 Ex 0.25 4.202681e-01 -8888.97 1796.15 790
9 332 Ex 0.25 4.318392e-01 -8715.77 1896.15 790
9 333 Ex 0.25 9.907616e-01 -8542.56 1996.15 790
9 334 Ex 0.25 9.314520e-01 -8369.36 2096.15 790
9 335 Ex 0.25 4.464684e-01 -8196.15 2196.15 790
9 336 Ex 0.25 2.577063e-01 -8022.95 2296.15 790
9 337 Ex 0.25 1.583823e+00 -7849.74 2396.15 790
9 338 Ex 0.25 4.022500e-01 -7676.54 2496.15 790
9 339 Ex 0.25 4.673414e-01 -7503.33 2596.15 790
9 340 Ex 0.25 6.747002e-01 -7330.13 2696.15 790
9 341 Ex 0.25 5.983986e-01 -7156.92 2796.15 790
9 342 Ex 0.25 1.195538e+00 -6983.72 2896.15 790
9 343 Ex 0.25 8.024800e-01 -6810.51 2996.15 790
9 344 Ex 0.25 8.556209e-01 -6637.31 3096.15 790
9 345 Ex 0.25 6.135788e-01 -6464.1 3196.15 790
9 346 Ex 0.25 9.568322e-01 -6290.9 3296.15 790
9 347 Ex 0.25 7.326064e-01 -6117.69 3396.15 790
9 348 Ex 0.25 9.042027e-01 -5944.49 3496.15 790
9 349 Ex 0.25 1.090816e+00 -5771.28 3596.15 790
9 350 Ex 0.25 8.062484e-01 -5598.08 3696.15 790
9 351 Ex 0.25 8.189694e-01 -5424.87 3796.15 790
9 352 Ex 0.25 9.810222e-01 -5251.67 3896.15 790
9 353 Ex 0.25 1.509137e+00 -5078.46 3996.15 790
9 354 Ex 0.25 9.910215e-01 -4905.26 4096.15 790
9 355 Ex 0.25 1.298956e+00 -4732.05 4196.15 790
9 356 Ex 0.25 1.662268e+00 -4558.85 4296.15 790
9 357 Ex 0.25 1.312336e+00 -4385.64 4396.15 790
9 358 Ex 0.25 2.105838e+00 -4212.44 4496.15 790
9 359 Ex 0.25 5.205060e-01 -4039.23 4596.15 790
9 360 Ex 0.25 4.120962e-01 -3866.03 4696.15 790
9 361 Ex 0.25 1.189666e+00 -3692.82 4796.15 790
9 362 Ex 0.25 1.405093e+00 -3519.62 4896.15 790
9 363 Ex 0.25 5.619010e-01 -3346.41 4996.15 790
9 364 Ex 0.25 7.996362e-01 -3173.21 5096.15 790
9 365 Ex 0.25 1.158673e+00 -3000 5196.15 790
9 366 Ex 0.25 7.258991e-02 -2826.79 5296.15 790
9 367 Ex 0.25 1.313058e+00 -2653.59 5396.15 790
9 368 Ex 0.25 5.781226e-01 -2480.38 5496.15 790
9 369 Ex 0.25 1.096874e+00 -2307.18 5596.15 790
9 370 Ex 0.25 1.081074e+00 -2133.97 5696.15 790
9 371 Ex 0.25 9.301166e-01 -1960.77 5796.15 790
9 372 Ex 0.25 1.656077e+00 -1787.56 5896.15 790
9 373 Ex 0.25 5.626686e-01 -1614.36 5996.15 790
9 374 Ex 0.25 1.579326e+00 -1441.15 6096.15 790
9 375 Ex 0.25 1.509638e+00 -1267.95 6196.15 790
9 376 Ex 0.25 1.284472e+00 -1094.74 6296.15 790
9 377 Ex 0.25 2.585246e-01 -921.539 6396.15 790
9 378 Ex 0.25 6.216585e-01 -748.334 6496.15 790
9 379 Ex 0.25 5.867658e-01 -575.129 6596.15 790
9 380 Ex 0.25 4.124010e-01 -401.924 6696.15 790
9 381 Ex 0.25 2.242711e-01 -228.719 6796.15 790
9 382 Ex 0.25 3.708067e-01 -55.5137 6896.15 790
9 383 Ex 0.25 1.094769e-01 117.691 6996.15 790
9 384 Ex 0.25 1.263183e+00 290.896 7096.15 790
9 385 Ex 0.25 8.980612e-01 464.102 7196.15 790
9 386 Ex 0.25 4.438050e-01 637.307 7296.15 790
9 387 Ex 0.25 8.666110e-01 810.512 7396.15 790
9 388 Ex 0.25 8.678175e-01 983.717 7496.15 790
9 389 Ex 0.25 6.768944e-01 1156.92 7596.15 790
9 390 Ex 0.25 6.772133e-01 1330.13 7696.15 790
9 391 Ex 0.25 9.687185e-01 1503.33 7796.15 790
9 392 Ex 0.25 1.708513e+00 1676.54 7896.15 790
9 393 Ex 0.25 1.129701e+00 1849.74 7996.15 790
9 394 Ex 0.25 2.849763e-01 2022.95 8096.15 790
9 395 Ex 0.25 1.141548e+00 2196.15 8196.15 790
9 396 Ex 0.25 6.131353e-01 2369.36 8296.15 790
9 397 Ex 0.25 6.973001e-01 2542.56 8396.15 790
9 398 Ex 0.25 1.782133e-01 2715.77 8496.15 790
9 399 Ex 0.25 9.641310e-01 2888.97 8596.15 790
9 400 Ex 0.25 5.631453e-01 3062.18 8696.15 790
9 401 Ex 0.25 8.621210e-01 3235.38 8796.15 790
9 402 Ex 0.25 8.987780e-01 3408.59 8896.15 790
9 403 Ex 0.25 8.498660e-02 3581.79 8996.15 790
9 404 Ex 0.25 2.526742e-01 3755 9096.15 790
9 405 Ex 0.25 8.314626e-01 3928.2 9196.15 790
9 406 Ex 0.25 1.327564e+00 -1196.15 -9928.2 790
9 407 Ex 0.25 2.171534e+00 1401.92 -8428.2 790
9 408 Ex 0.25 4.142234e+00 4000 -6928.2 790
9 409 Ex 0.25 1.742679e+00 6598.08 -5428.2 790
9 410 Ex 0.25 4.289088e+00 9196.15 -3928.2 790
9 411 Ex 0.25 1.146182e+00 -1296.15 -9755 790
9 412 Ex 0.25 1.090926e+00 1301.92 -8255 790
9 413 Ex 0.25 3.079523e+00 3900 -6755 790
9 414 Ex 0.25 1.920792e+00 6498.08 -5255 790
9 415 Ex 0.25 4.144229e+00 9096.15 -3755 790
9 416 Ex 0.25 8.303776e-01 -1396.15 -9581.79 790
9 417 Ex 0.25 1.132392e+00 1201.92 -8081.79 790
9 418 Ex 0.25 3.063653e+00 3800 -6581.79 790
9 419 Ex 0.25 2.437679e+00 6398.08 -5081.79 790
9 420 Ex 0.25 3.414251e+00 8996.15 -3581.79 790
9 421 Ex 0.25 8.943126e-01 -1496.15 -9408.59 790
9 422 Ex 0.25 1.689545e+00 1101.92 -7908.59 790
9 423 Ex 0.25 3.801050e+00 3700 -6408.59 790
9 424 Ex 0.25 2.414254e+00 6298.08 -4908.59 790
9 425 Ex 0.25 3.257517e+00 8896.15 -3408.59 790
9 426 Ex 0.25 1.159195e+00 -1596.15 -9235.38 790
9 427 Ex 0.25 1.188665e+00 1001.92 -7735.38 790
9 428 Ex 0.25 1.377170e+00 3600 -6235.38 790
9 429 Ex 0.25 2.756848e+00 6198.08 -4735.38 790
9 430 Ex 0.25 2.993721e+00 8796.15 -3235.38 790
9 431 Ex 0.25 4.979853e-01 -1696.15 -9062.18 790
9 432 Ex 0.25 2.131120e+00 901.924 -7562.18 790
