iTx iRx chrec frequency/Hz RMSE x y z
17 71 Ex 0.25 9.453647e-01 8196.15 -2196.15 790
17 72 Ex 0.25 6.189747e-01 8369.36 -2096.15 790
17 73 Ex 0.25 1.675300e+00 8542.56 -1996.15 790
17 74 Ex 0.25 6.727590e-01 8715.77 -1896.15 790
17 75 Ex 0.25 1.160293e-01 8888.97 -1796.15 790
17 76 Ex 0.25 9.363722e-01 9062.18 -1696.15 790
17 77 Ex 0.25 2.483139e-01 9235.38 -1596.15 790
17 78 Ex 0.25 1.688968e+00 9408.59 -1496.15 790
17 79 Ex 0.25 3.804306e-01 9581.79 -1396.15 790
17 80 Ex 0.25 1.902919e+00 9755 -1296.15 790
17 81 Ex 0.25 1.572088e+00 9928.2 -1196.15 790
17 82 Ex 0.25 1.434935e+00 -5428.2 -6598.08 790
17 83 Ex 0.25 9.032080e-01 -5255 -6498.08 790
17 84 Ex 0.25 4.310513e-01 -5081.79 -6398.08 790
17 85 Ex 0.25 4.565668e-01 -4908.59 -6298.08 790
17 86 Ex 0.25 1.483218e+00 -4735.38 -6198.08 790
17 87 Ex 0.25 8.963611e-01 -4562.18 -6098.08 790
17 88 Ex 0.25 9.848919e-01 -4388.97 -5998.08 790
17 89 Ex 0.25 8.153446e-01 -4215.77 -5898.08 790
17 90 Ex 0.25 1.330957e+00 -4042.56 -5798.08 790
17 91 Ex 0.25 1.491372e+00 -3869.36 -5698.08 790
17 92 Ex 0.25 4.483175e-01 -3696.15 -5598.08 790
17 93 Ex 0.25 6.096635e-01 -3522.95 -5498.08 790
17 94 Ex 0.25 2.014117e+00 -3349.74 -5398.08 790
17 95 Ex 0.25 1.192726e+00 -3176.54 -5298.08 790
17 96 Ex 0.25 1.036330e+00 -3003.33 -5198.08 790
17 97 Ex 0.25 8.981120e-01 -2830.13 -5098.08 790
17 98 Ex 0.25 1.826863e+00 -2656.92 -4998.08 790
17 99 Ex 0.25 1.606077e+00 -2483.72 -4898.08 790
17 100 Ex 0.25 8.712816e-01 -2310.51 -4798.08 790
17 101 Ex 0.25 1.081168e+00 -2137.31 -4698.08 790
17 102 Ex 0.25 1.212733e+00 -1964.1 -4598.08 790
17 103 Ex 0.25 1.964918e+00 -1790.9 -4498.08 790
17 104 Ex 0.25 8.078337e-01 -1617.69 -4398.08 790
17 105 Ex 0.25 2.924760e+00 -1444.49 -4298.08 790
17 106 Ex 0.25 1.826616e+00 -1271.28 -4198.08 790
17 107 Ex 0.25 5.795141e-01 -1098.08 -4098.08 790
17 108 Ex 0.25 1.454420e+00 -924.871 -3998.08 790
17 109 Ex 0.25 6.885567e-01 -751.666 -3898.08 790
17 110 Ex 0.25 2.963469e+00 -578.461 -3798.08 790
17 111 Ex 0.25 1.183192e+00 -405.256 -3698.08 790
17 112 Ex 0.25 1.172731e+00 -232.051 -3598.08 790
17 113 Ex 0.25 3.931688e-02 -58.8457 -3498.08 790
17 114 Ex 0.25 1.128069e+00 114.359 -3398.08 790
17 115 Ex 0.25 1.693923e+00 287.564 -3298.08 790
17 116 Ex 0.25 1.684731e+00 460.77 -3198.08 790
17 117 Ex 0.25 1.139301e+00 633.975 -3098.08 790
17 118 Ex 0.25 1.728390e+00 807.18 -2998.08 790
17 119 Ex 0.25 1.613483e+00 980.385 -2898.08 790
17 120 Ex 0.25 1.022511e+00 1153.59 -2798.08 790
17 121 Ex 0.25 2.646817e-01 1326.79 -2698.08 790
17 122 Ex 0.25 9.660298e-01 1500 -2598.08 790
17 123 Ex 0.25 2.163639e+00 1673.21 -2498.08 790
17 124 Ex 0.25 1.535476e+00 1846.41 -2398.08 790
17 125 Ex 0.25 2.702896e+00 2019.62 -2298.08 790
17 126 Ex 0.25 2.249386e+00 2192.82 -2198.08 790
17 127 Ex 0.25 1.381410e+00 2366.03 -2098.08 790
17 128 Ex 0.25 1.340716e+00 2539.23 -1998.08 790
17 129 Ex 0.25 7.824578e-01 2712.44 -1898.08 790
17 130 Ex 0.25 7.247483e-01 2885.64 -1798.08 790
17 131 Ex 0.25 1.073345e+00 3058.85 -1698.08 790
17 132 Ex 0.25 4.065929e-01 3232.05 -1598.08 790
17 133 Ex 0.25 7.312467e-01 3405.26 -1498.08 790
17 134 Ex 0.25 6.312210e-01 3578.46 -1398.08 790
17 135 Ex 0.25 1.642318e+00 3751.67 -1298.08 790
17 136 Ex 0.25 4.513825e-01 3924.87 -1198.08 790
17 137 Ex 0.25 1.372144e+00 4098.08 -1098.08 790
17 138 Ex 0.25 4.781711e-01 4271.28 -998.076 790
17 139 Ex 0.25 7.881039e-01 4444.49 -898.076 790
17 140 Ex 0.25 1.737296e+00 4617.69 -798.076 790
17 141 Ex 0.25 9.253681e-01 4790.9 -698.076 790
17 142 Ex 0.25 1.803550e+00 4964.1 -598.076 790
17 143 Ex 0.25 1.385408e+00 5137.31 -498.076 790
17 144 Ex 0.25 1.503136e+00 5310.51 -398.076 790
17 145 Ex 0.25 1.442486e+00 5483.72 -298.076 790
17 146 Ex 0.25 1.102908e+00 5656.92 -198.076 790
17 147 Ex 0.25 1.354852e+00 5830.13 -98.0762 790
17 148 Ex 0.25 7.049462e-01 6003.33 1.92383 790
17 149 Ex 0.25 1.005320e+00 6176.54 101.924 790
17 150 Ex 0.25 3.860356e-01 6349.74 201.924 790
17 151 Ex 0.25 7.104174e-01 6522.95 301.924 790
17 152 Ex 0.25 9.120552e-01 6696.15 401.924 790
17 153 Ex 0.25 7.325871e-01 6869.36 501.924 790
17 154 Ex 0.25 1.369316e+00 7042.56 601.924 790
17 155 Ex 0.25 6.264988e-01 7215.77 701.924 790
17 156 Ex 0.25 1.086560e+00 7388.97 801.924 790
17 157 Ex 0.25 1.044749e+00 7562.18 901.924 790
17 158 Ex 0.25 4.327764e-01 7735.38 1001.92 790
17 159 Ex 0.25 1.957651e+00 7908.59 1101.92 790
17 160 Ex 0.25 1.768364e+00 8081.79 1201.92 790
17 161 Ex 0.25 8.425762e-02 8255 1301.92 790
17 162 Ex 0.25 9.924315e-01 8428.2 1401.92 790
17 163 Ex 0.25 2.369691e+00 -6928.2 -4000 790
17 164 Ex 0.25 3.027896e+00 -6755 -3900 790
17 165 Ex 0.25 1.825281e+00 -6581.79 -3800 790
17 166 Ex 0.25 2.650586e+00 -6408.59 -3700 790
17 167 Ex 0.25 1.110891e+00 -6235.38 -3600 790
17 168 Ex 0.25 1.804166e+00 -6062.18 -3500 790
17 169 Ex 0.25 4.465456e-01 -5888.97 -3400 790
17 170 Ex 0.25 1.000873e+00 -5715.77 -3300 790
17 171 Ex 0.25 1.839992e+00 -5542.56 -3200 790
17 172 Ex 0.25 1.451917e+00 -5369.36 -3100 790
17 173 Ex 0.25 8.109250e-01 -5196.15 -3000 790
17 174 Ex 0.25 5.119530e-01 -5022.95 -2900 790
17 175 Ex 0.25 1.497460e+00 -4849.74 -2800 790
17 176 Ex 0.25 7.751172e-01 -4676.54 -2700 790
17 177 Ex 0.25 1.303808e+00 -4503.33 -2600 790
17 178 Ex 0.25 3.359841e-01 -4330.13 -2500 790
17 179 Ex 0.25 8.280843e-01 -4156.92 -2400 790
17 180 Ex 0.25 7.491508e-01 -3983.72 -2300 790
17 181 Ex 0.25 1.838593e+00 -3810.51 -2200 790
17 182 Ex 0.25 9.077446e-01 -3637.31 -2100 790
17 183 Ex 0.25 5.489213e-01 -3464.1 -2000 790
17 184 Ex 0.25 1.384878e+00 -3290.9 -1900 790
17 185 Ex 0.25 1.497298e+00 -3117.69 -1800 790
17 186 Ex 0.25 0.000000e+00 -2944.49 -1700 790
17 187 Ex 0.25 0.000000e+00 -2771.28 -1600 790
17 188 Ex 0.25 0.000000e+00 -2598.08 -1500 790
17 189 Ex 0.25 0.000000e+00 -2424.87 -1400 790
17 190 Ex 0.25 0.000000e+00 -2251.67 -1300 790
17 191 Ex 0.25 8.289378e-01 -2078.46 -1200 790
17 192 Ex 0.25 4.090655e-01 -1905.26 -1100 790
17 193 Ex 0.25 4.964484e-01 -1732.05 -1000 790
17 194 Ex 0.25 2.948305e-01 -1558.85 -900 790
17 195 Ex 0.25 1.384864e+00 -1385.64 -800 790
17 196 Ex 0.25 1.991582e+00 -1212.44 -700 790
17 197 Ex 0.25 1.063513e+00 -1039.23 -600 790
17 198 Ex 0.25 7.395442e-01 -866.025 -500 790
17 199 Ex 0.25 8.002033e-01 -692.82 -400 790
17 200 Ex 0.25 1.508986e+00 -519.615 -300 790
17 201 Ex 0.25 1.025380e+00 -346.41 -200 790
17 202 Ex 0.25 1.685417e+00 -173.205 -100 790
17 203 Ex 0.25 1.281212e+00 0 0 790
17 204 Ex 0.25 1.314785e+00 173.205 100 790
17 205 Ex 0.25 9.899809e-01 346.41 200 790
17 206 Ex 0.25 3.044544e+00 519.615 300 790
17 207 Ex 0.25 1.870355e+00 692.82 400 790
17 208 Ex 0.25 1.010945e+00 866.025 500 790
17 209 Ex 0.25 8.955309e-01 1039.23 600 790
17 210 Ex 0.25 8.939929e-01 1212.44 700 790
17 211 Ex 0.25 9.759290e-01 1385.64 800 790
17 212 Ex 0.25 1.154391e+00 1558.85 900 790
17 213 Ex 0.25 1.020457e+00 1732.05 1000 790
17 214 Ex 0.25 2.137345e+00 1905.26 1100 790
17 215 Ex 0.25 2.291563e+00 2078.46 1200 790
17 216 Ex 0.25 2.265577e+00 2251.67 1300 790
17 217 Ex 0.25 1.362766e+00 2424.87 1400 790
17 218 Ex 0.25 1.282652e+00 2598.08 1500 790
17 219 Ex 0.25 7.845474e-01 2771.28 1600 790
17 220 Ex 0.25 1.656338e+00 2944.49 1700 790
17 221 Ex 0.25 9.722182e-01 3117.69 1800 790
17 222 Ex 0.25 1.012927e+00 3290.9 1900 790
17 223 Ex 0.25 8.590091e-01 3464.1 2000 790
17 224 Ex 0.25 5.406057e-01 3637.31 2100 790
17 225 Ex 0.25 4.932720e-01 3810.51 2200 790
17 226 Ex 0.25 1.547476e+00 3983.72 2300 790
17 227 Ex 0.25 1.026736e+00 4156.92 2400 790
17 228 Ex 0.25 2.170979e+00 4330.13 2500 790
17 229 Ex 0.25 2.337107e+00 4503.33 2600 790
17 230 Ex 0.25 2.067216e+00 4676.54 2700 790
17 231 Ex 0.25 1.333749e+00 4849.74 2800 790
17 232 Ex 0.25 2.024501e+00 5022.95 2900 790
17 233 Ex 0.25 2.922589e-01 5196.15 3000 790
17 234 Ex 0.25 7.971964e-01 5369.36 3100 790
17 235 Ex 0.25 1.151010e+00 5542.56 3200 790
17 236 Ex 0.25 7.485662e-01 5715.77 3300 790
17 237 Ex 0.25 1.193720e+00 5888.97 3400 790
17 238 Ex 0.25 8.140227e-01 6062.18 3500 790
17 239 Ex 0.25 1.147620e+00 6235.38 3600 790
17 240 Ex 0.25 1.202182e+00 6408.59 3700 790
17 241 Ex 0.25 1.361829e+00 6581.79 3800 790
17 242 Ex 0.25 7.649410e-01 6755 3900 790
17 243 Ex 0.25 1.493169e+00 6928.2 4000 790
17 244 Ex 0.25 2.349996e+00 -8428.2 -1401.92 790
17 245 Ex 0.25 1.396580e+00 -8255 -1301.92 790
17 246 Ex 0.25 1.202465e+00 -8081.79 -1201.92 790
17 247 Ex 0.25 1.489708e+00 -7908.59 -1101.92 790
17 248 Ex 0.25 1.166086e+00 -7735.38 -1001.92 790
17 249 Ex 0.25 7.695287e-01 -7562.18 -901.924 790
17 250 Ex 0.25 8.610816e-01 -7388.97 -801.924 790
17 251 Ex 0.25 6.273294e-01 -7215.77 -701.924 790
17 252 Ex 0.25 2.073321e+00 -7042.56 -601.924 790
17 253 Ex 0.25 1.800220e+00 -6869.36 -501.924 790
17 254 Ex 0.25 0.000000e+00 -6696.15 -401.924 790
17 255 Ex 0.25 0.000000e+00 -6522.95 -301.924 790
17 256 Ex 0.25 0.000000e+00 -6349.74 -201.924 790
17 257 Ex 0.25 0.000000e+00 -6176.54 -101.924 790
17 258 Ex 0.25 0.000000e+00 -6003.33 -1.92383 790
17 259 Ex 0.25 0.000000e+00 -5830.13 98.0762 790
17 260 Ex 0.25 0.000000e+00 -5656.92 198.076 790
17 261 Ex 0.25 0.000000e+00 -5483.72 298.076 790
17 262 Ex 0.25 0.000000e+00 -5310.51 398.076 790
17 263 Ex 0.25 0.000000e+00 -5137.31 498.076 790
17 264 Ex 0.25 0.000000e+00 -4964.1 598.076 790
17 265 Ex 0.25 0.000000e+00 -4790.9 698.076 790
17 266 Ex 0.25 0.000000e+00 -4617.69 798.076 790
17 267 Ex 0.25 0.000000e+00 -4444.49 898.076 790
17 268 Ex 0.25 0.000000e+00 -4271.28 998.076 790
17 269 Ex 0.25 0.000000e+00 -4098.08 1098.08 790
17 270 Ex 0.25 0.000000e+00 -3924.87 1198.08 790
17 271 Ex 0.25 0.000000e+00 -3751.67 1298.08 790
17 272 Ex 0.25 0.000000e+00 -3578.46 1398.08 790
17 273 Ex 0.25 0.000000e+00 -3405.26 1498.08 790
17 274 Ex 0.25 0.000000e+00 -3232.05 1598.08 790
17 275 Ex 0.25 0.000000e+00 -3058.85 1698.08 790
17 276 Ex 0.25 0.000000e+00 -2885.64 1798.08 790
17 277 Ex 0.25 0.000000e+00 -2712.44 1898.08 790
17 278 Ex 0.25 0.000000e+00 -2539.23 1998.08 790
17 279 Ex 0.25 0.000000e+00 -2366.03 2098.08 790
17 280 Ex 0.25 0.000000e+00 -2192.82 2198.08 790
17 281 Ex 0.25 0.000000e+00 -2019.62 2298.08 790
17 282 Ex 0.25 0.000000e+00 -1846.41 2398.08 790
17 283 Ex 0.25 0.000000e+00 -1673.21 2498.08 790
17 284 Ex 0.25 0.000000e+00 -1500 2598.08 790
17 285 Ex 0.25 1.197815e+00 -1326.79 2698.08 790
17 286 Ex 0.25 2.273575e+00 -1153.59 2798.08 790
17 287 Ex 0.25 6.665686e-01 -980.385 2898.08 790
17 288 Ex 0.25 1.256515e+00 -807.18 2998.08 790
17 289 Ex 0.25 2.090803e+00 -633.975 3098.08 790
17 290 Ex 0.25 2.349835e-01 -460.77 3198.08 790
17 291 Ex 0.25 2.121105e+00 -287.564 3298.08 790
17 292 Ex 0.25 1.453783e+00 -114.359 3398.08 790
17 293 Ex 0.25 8.110193e-01 58.8457 3498.08 790
17 294 Ex 0.25 1.055066e+00 232.051 3598.08 790
17 295 Ex 0.25 1.041396e+00 405.256 3698.08 790
17 296 Ex 0.25 1.101726e+00 578.461 3798.08 790
17 297 Ex 0.25 1.846002e+00 751.666 3898.08 790
17 298 Ex 0.25 5.369019e-01 924.871 3998.08 790
17 299 Ex 0.25 8.385273e-01 1098.08 4098.08 790
17 300 Ex 0.25 6.235920e-01 1271.28 4198.08 790
17 301 Ex 0.25 8.571717e-01 1444.49 4298.08 790
17 302 Ex 0.25 1.379309e+00 1617.69 4398.08 790
17 303 Ex 0.25 1.798271e+00 1790.9 4498.08 790
17 304 Ex 0.25 1.129841e+00 1964.1 4598.08 790
17 305 Ex 0.25 5.761412e-01 2137.31 4698.08 790
17 306 Ex 0.25 2.759292e+00 2310.51 4798.08 790
17 307 Ex 0.25 1.160759e+00 2483.72 4898.08 790
17 308 Ex 0.25 1.073207e+00 2656.92 4998.08 790
17 309 Ex 0.25 3.613861e-01 2830.13 5098.08 790
17 310 Ex 0.25 1.477547e+00 3003.33 5198.08 790
17 311 Ex 0.25 2.476878e+00 3176.54 5298.08 790
17 312 Ex 0.25 7.735523e-01 3349.74 5398.08 790
17 313 Ex 0.25 7.831714e-01 3522.95 5498.08 790
17 314 Ex 0.25 7.099227e-01 3696.15 5598.08 790
17 315 Ex 0.25 7.749454e-01 3869.36 5698.08 790
17 316 Ex 0.25 9.737020e-01 4042.56 5798.08 790
17 317 Ex 0.25 8.311386e-01 4215.77 5898.08 790
17 318 Ex 0.25 1.365820e+00 4388.97 5998.08 790
17 319 Ex 0.25 1.435869e+00 4562.18 6098.08 790
17 320 Ex 0.25 1.795057e+00 4735.38 6198.08 790
17 321 Ex 0.25 3.816068e-01 4908.59 6298.08 790
17 322 Ex 0.25 1.055041e+00 5081.79 6398.08 790
17 323 Ex 0.25 1.445037e+00 5255 6498.08 790
17 324 Ex 0.25 1.248029e+00 5428.2 6598.08 790
17 325 Ex 0.25 2.539427e+00 -9928.2 1196.15 790
17 326 Ex 0.25 2.769256e+00 -9755 1296.15 790
17 327 Ex 0.25 2.227114e+00 -9581.79 1396.15 790
17 328 Ex 0.25 2.069055e+00 -9408.59 1496.15 790
17 329 Ex 0.25 9.260790e-01 -9235.38 1596.15 790
17 330 Ex 0.25 4.236721e-01 -9062.18 1696.15 790
17 331 Ex 0.25 7.537616e-01 -8888.97 1796.15 790
17 332 Ex 0.25 3.544634e-01 -8715.77 1896.15 790
17 333 Ex 0.25 1.055027e+00 -8542.56 1996.15 790
17 334 Ex 0.25 8.719722e-01 -8369.36 2096.15 790
17 335 Ex 0.25 6.648505e-01 -8196.15 2196.15 790
17 336 Ex 0.25 1.189162e+00 -8022.95 2296.15 790
17 337 Ex 0.25 1.990653e+00 -7849.74 2396.15 790
17 338 Ex 0.25 6.576054e-01 -7676.54 2496.15 790
17 339 Ex 0.25 3.639094e-01 -7503.33 2596.15 790
17 340 Ex 0.25 1.106526e+00 -7330.13 2696.15 790
17 341 Ex 0.25 2.196306e-01 -7156.92 2796.15 790
17 342 Ex 0.25 1.538180e+00 -6983.72 2896.15 790
17 343 Ex 0.25 7.266622e-01 -6810.51 2996.15 790
17 344 Ex 0.25 5.824997e-01 -6637.31 3096.15 790
17 345 Ex 0.25 8.910915e-01 -6464.1 3196.15 790
17 346 Ex 0.25 1.142002e+00 -6290.9 3296.15 790
17 347 Ex 0.25 4.391043e-01 -6117.69 3396.15 790
17 348 Ex 0.25 0.000000e+00 -5944.49 3496.15 790
17 349 Ex 0.25 0.000000e+00 -5771.28 3596.15 790
17 350 Ex 0.25 0.000000e+00 -5598.08 3696.15 790
17 351 Ex 0.25 0.000000e+00 -5424.87 3796.15 790
17 352 Ex 0.25 0.000000e+00 -5251.67 3896.15 790
17 353 Ex 0.25 1.120326e+00 -5078.46 3996.15 790
17 354 Ex 0.25 5.656927e-01 -4905.26 4096.15 790
17 355 Ex 0.25 1.108238e+00 -4732.05 4196.15 790
17 356 Ex 0.25 1.366257e+00 -4558.85 4296.15 790
17 357 Ex 0.25 1.711679e+00 -4385.64 4396.15 790
17 358 Ex 0.25 1.816739e+00 -4212.44 4496.15 790
17 359 Ex 0.25 6.983046e-01 -4039.23 4596.15 790
17 360 Ex 0.25 4.137175e-01 -3866.03 4696.15 790
17 361 Ex 0.25 1.563341e+00 -3692.82 4796.15 790
17 362 Ex 0.25 1.882751e+00 -3519.62 4896.15 790
17 363 Ex 0.25 6.865906e-01 -3346.41 4996.15 790
17 364 Ex 0.25 6.571146e-01 -3173.21 5096.15 790
17 365 Ex 0.25 1.815311e+00 -3000 5196.15 790
17 366 Ex 0.25 8.557392e-01 -2826.79 5296.15 790
17 367 Ex 0.25 2.190605e+00 -2653.59 5396.15 790
17 368 Ex 0.25 7.596399e-01 -2480.38 5496.15 790
17 369 Ex 0.25 4.594935e-01 -2307.18 5596.15 790
17 370 Ex 0.25 1.391489e+00 -2133.97 5696.15 790
17 371 Ex 0.25 1.078148e+00 -1960.77 5796.15 790
17 372 Ex 0.25 1.710781e-01 -1787.56 5896.15 790
17 373 Ex 0.25 1.479084e+00 -1614.36 5996.15 790
17 374 Ex 0.25 1.311573e+00 -1441.15 6096.15 790
17 375 Ex 0.25 1.404868e+00 -1267.95 6196.15 790
17 376 Ex 0.25 6.396561e-01 -1094.74 6296.15 790
17 377 Ex 0.25 1.070461e+00 -921.539 6396.15 790
17 378 Ex 0.25 8.176585e-01 -748.334 6496.15 790
17 379 Ex 0.25 8.125479e-01 -575.129 6596.15 790
17 380 Ex 0.25 4.300703e-01 -401.924 6696.15 790
17 381 Ex 0.25 6.118984e-01 -228.719 6796.15 790
17 382 Ex 0.25 1.159269e+00 -55.5137 6896.15 790
17 383 Ex 0.25 1.099016e+00 117.691 6996.15 790
17 384 Ex 0.25 1.790223e+00 290.896 7096.15 790
17 385 Ex 0.25 5.905374e-01 464.102 7196.15 790
17 386 Ex 0.25 1.330440e+00 637.307 7296.15 790
17 387 Ex 0.25 4.279388e-01 810.512 7396.15 790
17 388 Ex 0.25 1.374550e+00 983.717 7496.15 790
17 389 Ex 0.25 1.376208e+00 1156.92 7596.15 790
17 390 Ex 0.25 1.628647e-01 1330.13 7696.15 790
17 391 Ex 0.25 2.857390e-01 1503.33 7796.15 790
17 392 Ex 0.25 2.366527e+00 1676.54 7896.15 790
17 393 Ex 0.25 7.730654e-01 1849.74 7996.15 790
17 394 Ex 0.25 5.360072e-01 2022.95 8096.15 790
17 395 Ex 0.25 3.764991e-01 2196.15 8196.15 790
17 396 Ex 0.25 1.335941e+00 2369.36 8296.15 790
17 397 Ex 0.25 8.639500e-01 2542.56 8396.15 790
17 398 Ex 0.25 8.457404e-01 2715.77 8496.15 790
17 399 Ex 0.25 1.539307e+00 2888.97 8596.15 790
17 400 Ex 0.25 1.124420e-01 3062.18 8696.15 790
17 401 Ex 0.25 6.306622e-01 3235.38 8796.15 790
17 402 Ex 0.25 1.541082e+00 3408.59 8896.15 790
17 403 Ex 0.25 6.476953e-01 3581.79 8996.15 790
17 404 Ex 0.25 5.959131e-01 3755 9096.15 790
17 405 Ex 0.25 5.306101e-01 3928.2 9196.15 790
17 406 Ex 0.25 1.325641e+00 -1196.15 -9928.2 790
17 407 Ex 0.25 1.692227e+00 1401.92 -8428.2 790
17 408 Ex 0.25 1.243816e+00 4000 -6928.2 790
17 409 Ex 0.25 1.345248e+00 6598.08 -5428.2 790
17 410 Ex 0.25 4.866029e-01 9196.15 -3928.2 790
17 411 Ex 0.25 9.443281e-01 -1296.15 -9755 790
17 412 Ex 0.25 6.834917e-01 1301.92 -8255 790
17 413 Ex 0.25 6.089245e-01 3900 -6755 790
17 414 Ex 0.25 5.370053e-01 6498.08 -5255 790
17 415 Ex 0.25 4.660158e-01 9096.15 -3755 790
17 416 Ex 0.25 1.433505e+00 -1396.15 -9581.79 790
17 417 Ex 0.25 7.439088e-01 1201.92 -8081.79 790
17 418 Ex 0.25 8.693917e-01 3800 -6581.79 790
17 419 Ex 0.25 9.526561e-01 6398.08 -5081.79 790
17 420 Ex 0.25 1.745134e-01 8996.15 -3581.79 790
17 421 Ex 0.25 4.028148e-01 -1496.15 -9408.59 790
17 422 Ex 0.25 1.215672e+00 1101.92 -7908.59 790
17 423 Ex 0.25 1.043707e+00 3700 -6408.59 790
17 424 Ex 0.25 8.329027e-01 6298.08 -4908.59 790
17 425 Ex 0.25 4.984242e-01 8896.15 -3408.59 790
17 426 Ex 0.25 1.970449e+00 -1596.15 -9235.38 790
17 427 Ex 0.25 8.173360e-01 1001.92 -7735.38 790
17 428 Ex 0.25 2.065775e+00 3600 -6235.38 790
17 429 Ex 0.25 1.557946e+00 6198.08 -4735.38 790
17 430 Ex 0.25 3.879112e-01 8796.15 -3235.38 790
17 431 Ex 0.25 4.159766e-01 -1696.15 -9062.18 790
17 432 Ex 0.25 1.692433e+00 901.924 -7562.18 790
